source_uuid,concept,icon_id,status,module,findings
6c2435e0-bbe9-5122-8cf7-2b3eb32963f3,Christmas Tree Snow Globe,snow-globe,ready,icon_set/work/primitive-make-ray/6c2435e0-bbe9-5122-8cf7-2b3eb32963f3/20260924T185524-repair-b13/snow_globe_6c2435e0_bbe9_5122_8cf7_2b3eb32963f3.py,
a0865ae5-c028-46f5-ade5-f26da83b22c2,Traditional Drum and Wheat Stalk,vaisakhi-harvest,ready,icon_set/work/primitive-make-ray/a0865ae5-c028-46f5-ade5-f26da83b22c2/20260924T185524-repair-b13/vaisakhi_harvest_a0865ae5_c028_46f5_ade5_f26da83b22c2.py,
be992ed2-ade4-5f64-a515-8f186d7ca8e3,Do Not Disturb Door Hanger,room-service-do-not-disturb,ready,icon_set/work/primitive-make-ray/be992ed2-ade4-5f64-a515-8f186d7ca8e3/20260924T185524-repair-b13/room_service_do_not_disturb_be992ed2_ade4_5f64_a515_8f186d7ca8e3.py,
ac8740e0-9a7e-4e67-901d-18b0353d7000,Finger Hand Tapping Selection,dial-finger,ready,icon_set/work/primitive-make-ray/ac8740e0-9a7e-4e67-901d-18b0353d7000/20260924T185524-repair-b13/dial_finger_ac8740e0_9a7e_4e67_901d_18b0353d7000.py,
93ee9247-04b8-4aa1-b24d-f007fa02d450,Horizontal Stepped Progress Indicator,web-form-progress,ready,icon_set/work/primitive-make-ray/93ee9247-04b8-4aa1-b24d-f007fa02d450/20260924T055851-bounds-batch3/web_form_progress_93ee9247_04b8_4aa1_b24d_f007fa02d450.py,
da3a18cb-9766-5ab1-b651-eb447e6f30a2,Overlapping Price Tags,multiple-tags-2,ready,icon_set/work/primitive-make-ray/da3a18cb-9766-5ab1-b651-eb447e6f30a2/20260924T185524-repair-b13/multiple_tags_2_da3a18cb_9766_5ab1_b651_eb447e6f30a2.py,
98f6fd32-ffa9-4713-85d4-721b3399c95c,Thank You Sign Language Hand Gesture,sign-language-thank-you,ready,icon_set/work/primitive-make-ray/98f6fd32-ffa9-4713-85d4-721b3399c95c/20260924T185524-repair-b13/sign_language_thank_you_98f6fd32_ffa9_4713_85d4_721b3399c95c.py,
c167b0e7-d4ac-469d-8f57-09582e267096,Finger Pressing Down With Force,force-touch-press,ready,icon_set/work/primitive-make-ray/c167b0e7-d4ac-469d-8f57-09582e267096/20260924T185524-repair-b13/force_touch_press_c167b0e7_d4ac_469d_8f57_09582e267096.py,
8d871e7d-03c3-4f02-90aa-ec0ac69a56b5,Smartphone Squeeze Gesture,squeeze-sides,ready,icon_set/work/primitive-make-ray/8d871e7d-03c3-4f02-90aa-ec0ac69a56b5/20260924T185524-repair-b13/squeeze_sides_8d871e7d_03c3_4f02_90aa_ec0ac69a56b5.py,
2bdfdcc8-48c5-486d-8a22-b5eab51fd4e4,People Connection Power Plug,co-working-space-plug-users,ready,icon_set/work/primitive-make-ray/2bdfdcc8-48c5-486d-8a22-b5eab51fd4e4/20260924T185524-repair-b13/co_working_space_plug_users_2bdfdcc8_48c5_486d_8a22_b5eab51fd4e4.py,
23b1ca2a-c99d-4a4c-89e3-6ce9e447d5be,3D Cube on Smartphone Screen,mobile-phone-cube,ready,icon_set/work/primitive-make-ray/23b1ca2a-c99d-4a4c-89e3-6ce9e447d5be/20260924T115848Z-batch15-repair/mobile_phone_cube_23b1ca2a_c99d_4a4c_89e3_6ce9e447d5be.py,
57a71ef9-0c30-4a25-a290-84a6666d4f6e,Banknote Currency Money Bill,money-bill,ready,icon_set/work/primitive-make-ray/57a71ef9-0c30-4a25-a290-84a6666d4f6e/20260924T115848Z-batch15-repair/money_bill_57a71ef9_0c30_4a25_a290_84a6666d4f6e.py,
07459f9b-1db4-4f1f-aeee-4e5113b2f2f4,Briefcase with Dollar Sign,briefcase-dollar,ready,icon_set/work/primitive-make-ray/07459f9b-1db4-4f1f-aeee-4e5113b2f2f4/20260924T185524-repair-b13/briefcase_dollar_07459f9b_1db4_4f1f_aeee_4e5113b2f2f4.py,
a2425a69-d3ed-4c10-8e19-41a99038d49e,British Pound Sterling Banknote,money-bill-pound,ready,icon_set/work/primitive-make-ray/a2425a69-d3ed-4c10-8e19-41a99038d49e/20260924T115848Z-batch15-repair/money_bill_pound_a2425a69_d3ed_4c10_8e19_41a99038d49e.py,
150d4701-3c3f-45a7-a26d-8c580a891da1,Browser Window with Dollar Sign,browser-dollar-sign-right,ready,icon_set/work/primitive-make-ray/150d4701-3c3f-45a7-a26d-8c580a891da1/20260924T185524-repair-b13/browser_dollar_sign_right_150d4701_3c3f_45a7_a26d_8c580a891da1.py,
0c3535ed-6772-4bdc-aea7-fb01cc99793c,Circular Award Ribbon Badge,ribbon-2,ready,icon_set/work/primitive-make-ray/0c3535ed-6772-4bdc-aea7-fb01cc99793c/20260924T142559Z-batch17-repair/ribbon_2_0c3535ed_6772_4bdc_aea7_fb01cc99793c.py,
d6e3d9b9-b561-4ac3-8008-110d0dfc61d6,Clipboard with Dollar Sign,note-dollar-sign,ready,icon_set/work/primitive-make-ray/d6e3d9b9-b561-4ac3-8008-110d0dfc61d6/20260924T212707-repair-b16/note_dollar_sign_d6e3d9b9_b561_4ac3_8008_110d0dfc61d6.py,
fe4e3f6c-b05b-4d47-b62a-141f6676b4fe,Computer Monitor with Letter A,monitor-with-a,ready,icon_set/work/primitive-make-ray/fe4e3f6c-b05b-4d47-b62a-141f6676b4fe/20260924T212707-repair-b16/monitor_with_a_fe4e3f6c_b05b_4d47_b62a_141f6676b4fe.py,
1e1fac7c-54c5-4468-baea-d2c722f0520d,Computer Monitor with Pound Symbol,self-payment-computer-pound,ready,icon_set/work/primitive-make-ray/1e1fac7c-54c5-4468-baea-d2c722f0520d/20260924T142559Z-batch17-repair/self_payment_computer_pound_1e1fac7c_54c5_4468_baea_d2c722f0520d.py,
500267df-8bce-44e8-a3f7-89f2ab1be4c0,Crowned Security Shield,shield-3,ready,icon_set/work/primitive-make-ray/500267df-8bce-44e8-a3f7-89f2ab1be4c0/20260924T142559Z-batch17-repair/shield_3_500267df_8bce_44e8_a3f7_89f2ab1be4c0.py,
e715b082-2f7d-4370-a969-0707c7e743f2,Document with Modular Blocks,module-file,ready,icon_set/work/primitive-make-ray/e715b082-2f7d-4370-a969-0707c7e743f2/20260924T115848Z-batch15-repair/module_file_e715b082_2f7d_4370_a969_0707c7e743f2.py,
bbec6574-bfdd-4612-9ecb-0def3df626fd,Employee Resume Document,rectangle-employee-resume-1,ready,icon_set/work/primitive-make-ray/bbec6574-bfdd-4612-9ecb-0def3df626fd/20260924T212707-repair-b16/rectangle_employee_resume_1_bbec6574_bfdd_4612_9ecb_0def3df626fd.py,
73571a2b-4ed5-4ead-96e1-495841cb43da,Euro Payment Smartwatch,smart-watch-circle-euro-sign,ready,icon_set/work/primitive-make-ray/73571a2b-4ed5-4ead-96e1-495841cb43da/20260924T142559Z-batch17-repair/smart_watch_circle_euro_sign_73571a2b_4ed5_4ead_96e1_495841cb43da.py,
748d6e5f-8942-4061-a602-5b499075202e,Facial Recognition Scan,rectangle-single-man-focus,ready,icon_set/work/primitive-make-ray/748d6e5f-8942-4061-a602-5b499075202e/20260924T142559Z-batch17-repair/rectangle_single_man_focus_748d6e5f_8942_4061_a602_5b499075202e.py,
f11ccece-81b6-415d-a20a-a1bdd3fceb3c,Female Body Torso,woman-nude,ready,icon_set/work/primitive-make-ray/f11ccece-81b6-415d-a20a-a1bdd3fceb3c/20260924T212751-repair-batch18/woman_nude_f11ccece_81b6_415d_a20a_a1bdd3fceb3c.py,
fea7afa8-61b7-411c-860f-fcb3e2894cf6,Gear and Road Path,preferences,ready,icon_set/work/primitive-make-ray/fea7afa8-61b7-411c-860f-fcb3e2894cf6/20260924T212707-repair-b16/preferences_fea7afa8_61b7_411c_860f_fcb3e2894cf6.py,
6ac9826c-356d-4f89-843e-a1caf6908626,Laboratory Monitor Screen,monitor-laboratory,ready,icon_set/work/primitive-make-ray/6ac9826c-356d-4f89-843e-a1caf6908626/20260924T115848Z-batch15-repair/monitor_laboratory_6ac9826c_356d_4f89_843e_a1caf6908626.py,
26319804-c7ff-498f-a76f-62441d482fc8,Locked Smartphone,mobile-phone-lock,ready,icon_set/work/primitive-make-ray/26319804-c7ff-498f-a76f-62441d482fc8/20260924T115848Z-batch15-repair/mobile_phone_lock_26319804_c7ff_498f_a76f_62441d482fc8.py,
602e570f-55c9-4a0a-85e7-806684d11f77,Masked Password Box,passwords-correct,ready,icon_set/work/primitive-make-ray/602e570f-55c9-4a0a-85e7-806684d11f77/20260924T212707-repair-b16/passwords_correct_602e570f_55c9_4a0a_85e7_806684d11f77.py,
4c57be23-fe0b-4cb8-b06e-9aed4bc5f3aa,Medical Case with Capsule Pill,suitcase-pill,ready,icon_set/work/primitive-make-ray/4c57be23-fe0b-4cb8-b06e-9aed4bc5f3aa/20260924T212751-repair-batch18/suitcase_pill_4c57be23_fe0b_4cb8_b06e_9aed4bc5f3aa.py,
84596dd2-069a-450e-b70c-08a8dc22159b,Megaphone Announcement Square,square-megaphone,ready,icon_set/work/primitive-make-ray/84596dd2-069a-450e-b70c-08a8dc22159b/20260924T142559Z-batch17-repair/square_megaphone_84596dd2_069a_450e_b70c_08a8dc22159b.py,
9541eb00-a034-4794-a052-1575ee33b845,Mobile Music Player,mobile-phone-music-note,ready,icon_set/work/primitive-make-ray/9541eb00-a034-4794-a052-1575ee33b845/20260924T115848Z-batch15-repair/mobile_phone_music_note_9541eb00_a034_4794_a052_1575ee33b845.py,
0a850f90-2953-422f-b95d-65062508b5a1,Mobile Phone Airplane Mode,mobile-phone-plane,ready,icon_set/work/primitive-make-ray/0a850f90-2953-422f-b95d-65062508b5a1/20260924T115848Z-batch15-repair/mobile_phone_plane_0a850f90_2953_422f_b95d_65062508b5a1.py,
079086c7-cfbe-4c2b-a1d3-438ec4146466,Mobile Phone Malware Alert,mobile-phone-skull,ready,icon_set/work/primitive-make-ray/079086c7-cfbe-4c2b-a1d3-438ec4146466/20260924T115848Z-batch15-repair/mobile_phone_skull_079086c7_cfbe_4c2b_a1d3_438ec4146466.py,
1c0f91c5-ddcd-4057-9258-33ab46aaac34,Mobile Phone with Euro Sign,mobile-phone-euro-sign,ready,icon_set/work/primitive-make-ray/1c0f91c5-ddcd-4057-9258-33ab46aaac34/20260924T115848Z-batch15-repair/mobile_phone_euro_sign_1c0f91c5_ddcd_4057_9258_33ab46aaac34.py,
e65c555e-8915-44b9-98b2-344d81aac941,Mobile Phone with Headphones,mobile-phone-headphone,ready,icon_set/work/primitive-make-ray/e65c555e-8915-44b9-98b2-344d81aac941/20260924T115848Z-batch15-repair/mobile_phone_headphone_e65c555e_8915_44b9_98b2_344d81aac941.py,
a70db137-a446-4f4c-b656-4fea14660981,Mobile Phone with Pound Sign,mobile-phone-pound-sign,ready,icon_set/work/primitive-make-ray/a70db137-a446-4f4c-b656-4fea14660981/20260924T115848Z-batch15-repair/mobile_phone_pound_sign_a70db137_a446_4f4c_b656_4fea14660981.py,
69067a56-4a6a-4f02-bdcf-fc3b45bb66ac,Monitor with Art Palette and Brush,monitor-painting,ready,icon_set/work/primitive-make-ray/69067a56-4a6a-4f02-bdcf-fc3b45bb66ac/20260924T212707-repair-b16/monitor_painting_69067a56_4a6a_4f02_bdcf_fc3b45bb66ac.py,
84f3f807-398a-4f6c-9d2e-58805a5192a4,Monitor with Spoon and Knife,monitor-spoon-and-folk,ready,icon_set/work/primitive-make-ray/84f3f807-398a-4f6c-9d2e-58805a5192a4/20260924T212707-repair-b16/monitor_spoon_and_folk_84f3f807_398a_4f6c_9d2e_58805a5192a4.py,
25a4cb19-9e79-49d4-b5af-74c85495cf76,Online Education Computer Monitor,monitor-graduation-hat,ready,icon_set/work/primitive-make-ray/25a4cb19-9e79-49d4-b5af-74c85495cf76/20260924T115848Z-batch15-repair/monitor_graduation_hat_25a4cb19_9e79_49d4_b5af_74c85495cf76.py,
2c2ce02e-d93f-4086-969c-7135c5b08d1b,Online Payment Computer Monitor,self-payment-computer-dollar,ready,icon_set/work/primitive-make-ray/2c2ce02e-d93f-4086-969c-7135c5b08d1b/20260924T142559Z-batch17-repair/self_payment_computer_dollar_2c2ce02e_d93f_4086_969c_7135c5b08d1b.py,
6fd53a7d-aab1-479b-9e12-e2f8acddcfb2,Online T-shirt Shop Webpage,ui-webpage-t-shirt,ready,icon_set/work/primitive-make-ray/6fd53a7d-aab1-479b-9e12-e2f8acddcfb2/20260924T212751-repair-batch18/ui_webpage_t_shirt_6fd53a7d_aab1_479b_9e12_e2f8acddcfb2.py,
a89e6154-b80a-49dd-8449-f86a088a5c81,Pencil Writing on 3D Cube,box-pen,ready,icon_set/work/primitive-make-ray/a89e6154-b80a-49dd-8449-f86a088a5c81/20260924T185524-repair-b13/box_pen_a89e6154_b80a_49dd_8449_f86a088a5c81.py,
485264e5-d5d9-4af5-a33a-88ae3ae2126e,Professional Employee Resume,rectangle-employee-resume,ready,icon_set/work/primitive-make-ray/485264e5-d5d9-4af5-a33a-88ae3ae2126e/20260924T212707-repair-b16/rectangle_employee_resume_485264e5_d5d9_4af5_a33a_88ae3ae2126e.py,
dd96595d-042a-465f-9681-d8c23c641754,Restaurant Search Magnifying Glass,spoon-and-fork,ready,icon_set/work/primitive-make-ray/dd96595d-042a-465f-9681-d8c23c641754/20260924T142559Z-batch17-repair/spoon_and_fork_dd96595d_042a_465f_9681_d8c23c641754.py,
83ea3f1d-dfb5-4247-948a-2314faaff6ad,Rx Prescription Symbol Square,prescription-px-square,ready,icon_set/work/primitive-make-ray/83ea3f1d-dfb5-4247-948a-2314faaff6ad/20260924T212707-repair-b16/prescription_px_square_83ea3f1d_dfb5_4247_948a_2314faaff6ad.py,
13ea825f-ae04-4150-a4b6-56b3bed9dc5d,Smartphone with Telephone Handset,mobile-phone-phone,ready,icon_set/work/primitive-make-ray/13ea825f-ae04-4150-a4b6-56b3bed9dc5d/20260924T115848Z-batch15-repair/mobile_phone_phone_13ea825f_ae04_4150_a4b6_56b3bed9dc5d.py,
22b0de95-e0f5-450b-9f1f-9e0284263be7,Smartwatch Dollar Payment,smart-watch-square-dollar-sign,ready,icon_set/work/primitive-make-ray/22b0de95-e0f5-450b-9f1f-9e0284263be7/20260924T142559Z-batch17-repair/smart_watch_square_dollar_sign_22b0de95_e0f5_450b_9f1f_9e0284263be7.py,
f2d45871-ff3d-44d5-84a8-774df3bd6ba3,Smartwatch Pound Symbol,smartwatch-pound-symbol,ready,icon_set/work/primitive-make-ray/f2d45871-ff3d-44d5-84a8-774df3bd6ba3/20260924T142559Z-batch17-repair/smartwatch_pound_symbol_f2d45871_ff3d_44d5_84a8_774df3bd6ba3.py,
2c0ac7cd-8681-4e21-803e-6437b35eb4a2,Smartwatch with Pound Symbol,smart-watch-square-pound-sign,ready,icon_set/work/primitive-make-ray/2c0ac7cd-8681-4e21-803e-6437b35eb4a2/20260924T142559Z-batch17-repair/smart_watch_square_pound_sign_2c0ac7cd_8681_4e21_803e_6437b35eb4a2.py,
2cc3609a-d235-46f7-828b-ef134a6021e2,Television Monitor Password Security,tv-password,ready,icon_set/work/primitive-make-ray/2cc3609a-d235-46f7-828b-ef134a6021e2/20260924T212751-repair-batch18/tv_password_2cc3609a_d235_46f7_828b_ef134a6021e2.py,
d96343a5-e841-44ec-86db-6217d2856341,Two Users on Screen,rectangle-two-persons,ready,icon_set/work/primitive-make-ray/d96343a5-e841-44ec-86db-6217d2856341/20260924T142559Z-batch17-repair/rectangle_two_persons_d96343a5_e841_44ec_86db_6217d2856341.py,
045a0447-9d31-4ac4-8345-6b457d6d7fdb,Unlocked Computer Screen,monitor-unlock,ready,icon_set/work/primitive-make-ray/045a0447-9d31-4ac4-8345-6b457d6d7fdb/20260924T212707-repair-b16/monitor_unlock_045a0447_9d31_4ac4_8345_6b457d6d7fdb.py,
b0d42cd4-6acc-4018-ae89-490f3eb333a9,Unlocked Mobile Phone,mobile-phone-unlock,ready,icon_set/work/primitive-make-ray/b0d42cd4-6acc-4018-ae89-490f3eb333a9/20260924T115848Z-batch15-repair/mobile_phone_unlock_b0d42cd4_6acc_4018_ae89_490f3eb333a9.py,
262dd529-82e6-4744-ac57-ec46c428f624,User Chat Bubble,square-bubble-user,ready,icon_set/work/primitive-make-ray/262dd529-82e6-4744-ac57-ec46c428f624/20260924T142559Z-batch17-repair/square_bubble_user_262dd529_82e6_4744_ac57_ec46c428f624.py,
8d4aec38-b440-43a0-b4f2-b3a846ae4cb1,User Search Magnifying Glass,person-magnifying-glass-solo,ready,icon_set/work/primitive-make-ray/8d4aec38-b440-43a0-b4f2-b3a846ae4cb1/20260924T212707-repair-b16/person_magnifying_glass_8d4aec38_b440_43a0_b4f2_b3a846ae4cb1.py,
29a5a818-9fcd-4062-843c-4ae6c6b33268,Credit Card Machine and Receipt,credit-card-payment,ready,icon_set/work/primitive-make-ray/29a5a818-9fcd-4062-843c-4ae6c6b33268/20260924T212751-repair-batch18/credit_card_payment_29a5a818_9fcd_4062_843c_4ae6c6b33268.py,
c0ea9f23-ec77-44d1-920d-71fcc67e252e,Hearts and Festive Bunting,wedding-celebration,ready,icon_set/work/primitive-make-ray/c0ea9f23-ec77-44d1-920d-71fcc67e252e/20260924T212751-repair-batch18/wedding_celebration_c0ea9f23_ec77_44d1_920d_71fcc67e252e.py,
4ed91cc5-870d-4844-a54d-8cf25bededb3,Rifle Crosshair Target,shooting-rifle-aim,ready,icon_set/work/primitive-make-ray/4ed91cc5-870d-4844-a54d-8cf25bededb3/20260924T212624-batch19-repair/shooting_rifle_aim_4ed91cc5_870d_4844_a54d_8cf25bededb3.py,
26cfbb23-55d5-4b36-b8ee-026317013752,Sport Match Scoreboard,scoreboard-26cfbb23,ready,icon_set/work/primitive-make-ray/26cfbb23-55d5-4b36-b8ee-026317013752/20260924T212624-batch19-repair/scoreboard_26cfbb23_55d5_4b36_b8ee_026317013752.py,
6d731820-468b-5c38-b10b-859f24a8eab3,Trophy Cup Competition Bracket,tournament-bracket,ready,icon_set/work/primitive-make-ray/6d731820-468b-5c38-b10b-859f24a8eab3/20260924T212624-batch19-repair/tournament_bracket_6d731820_468b_5c38_b10b_859f24a8eab3.py,
9dc361bf-d268-4878-852c-ebdc9f66c69b,5G Wireless Mobile Connectivity,network-5g,ready,icon_set/work/primitive-make-ray/9dc361bf-d268-4878-852c-ebdc9f66c69b/20260924T212624-batch19-repair/network_5g_9dc361bf_d268_4878_852c_ebdc9f66c69b.py,
f9cd92b5-81e6-4ebc-aa40-c2db3af7fac6,Content Following Head Rotation,head-lock-content-movement,ready,icon_set/work/primitive-make-ray/f9cd92b5-81e6-4ebc-aa40-c2db3af7fac6/20260924T212624-batch19-repair/head_lock_content_movement_f9cd92b5_81e6_4ebc_aa40_c2db3af7fac6.py,
f89489d3-928e-4d8e-8a13-9ff760315c90,Auto Mode Text,automatic-drive-gear,ready,icon_set/work/primitive-make-ray/f89489d3-928e-4d8e-8a13-9ff760315c90/20260924T212624-batch19-repair/automatic_drive_gear_f89489d3_928e_4d8e_8a13_9ff760315c90.py,
51d07cc0-5d3e-489d-b18a-12bf56b9cf6a,Four Meter Height Limit Sign,road-sign-4m-high,ready,icon_set/work/primitive-make-ray/51d07cc0-5d3e-489d-b18a-12bf56b9cf6a/20260924T212624-batch19-repair/road_sign_4m_high_51d07cc0_5d3e_489d_b18a_12bf56b9cf6a.py,
1dfab6f7-a053-5aee-8d2b-b99c63e6f3df,Four Wheel Drive Indicator,four-wheel-drive,ready,icon_set/work/primitive-make-ray/1dfab6f7-a053-5aee-8d2b-b99c63e6f3df/20260924T212624-batch19-repair/four_wheel_drive_1dfab6f7_a053_5aee_8d2b_b99c63e6f3df.py,
b90f680f-f022-4110-b907-97ad0bbc7f46,Kiss and Ride Symbol,kiss-and-ride,ready,icon_set/work/primitive-make-ray/b90f680f-f022-4110-b907-97ad0bbc7f46/20260924T212624-batch19-repair/kiss_and_ride_b90f680f_f022_4110_b907_97ad0bbc7f46.py,
0e0c3c55-82f6-46b5-83b1-967b4389b677,Parking Sensor Warning Signal,parkig-aid-system,ready,icon_set/work/primitive-make-ray/0e0c3c55-82f6-46b5-83b1-967b4389b677/20260924T212624-batch19-repair/parkig_aid_system_0e0c3c55_82f6_46b5_83b1_967b4389b677.py,
688256eb-e269-4b62-9dcc-ecccc8d9b352,Transit route bypassing stop,transit-no-entering-stop,ready,icon_set/work/primitive-make-ray/688256eb-e269-4b62-9dcc-ecccc8d9b352/20260924T212624-batch19-repair/transit_no_entering_stop_688256eb_e269_4b62_9dcc_ecccc8d9b352.py,
afa0c105-3fb7-4c77-b44d-80888cf292ec,Adjustable Brightness Light Bulb,adjustable-brightness-light-bulb,ready,icon_set/work/primitive-make-ray/afa0c105-3fb7-4c77-b44d-80888cf292ec/20260924T171043-batch1-repair/adjustable_brightness_light_bulb_afa0c105_3fb7_4c77_b44d_80888cf292ec.py,
4a1112c6-2f20-434b-b756-511460d08610,Aerial Yoga Bow Pose,aerial-yoga-bow-pose,ready,icon_set/work/primitive-make-ray/4a1112c6-2f20-434b-b756-511460d08610/20260924T171043-batch1-repair/aerial_yoga_bow_pose_4a1112c6_2f20_434b_b756_511460d08610.py,
14a3a91e-9beb-47ca-9999-bd7a4d5e5429,Circular Network Hub with Central Square,square-centered-ring-network,ready,icon_set/work/primitive-make-ray/14a3a91e-9beb-47ca-9999-bd7a4d5e5429/20260924-132520-spacing-repair/square_centered_ring_network_14a3a91e_9beb_47ca_9999_bd7a4d5e5429.py,
e3ffb6e8-3bc2-43d5-82fe-ae251b7b7f41,Code Version Control and Branching,code-version-control-and-branching,ready,icon_set/work/primitive-make-ray/e3ffb6e8-3bc2-43d5-82fe-ae251b7b7f41/20260924T171043-batch1-repair/code_version_control_and_branching_e3ffb6e8_3bc2_43d5_82fe_ae251b7b7f41.py,
f542e864-60e7-4015-8097-2c14a14c8f14,Connected Network Node Cluster,amazon-emr,ready,icon_set/work/primitive-make-ray/f542e864-60e7-4015-8097-2c14a14c8f14/20260924T171043-batch1-repair/amazon_emr_f542e864_60e7_4015_8097_2c14a14c8f14.py,
c4945396-13ec-470f-9338-45638fe16eb2,Live Media Streaming and Distribution,amazon-elemental-medialive,ready,icon_set/work/primitive-make-ray/c4945396-13ec-470f-9338-45638fe16eb2/20260924T171043-batch1-repair/amazon_web_service_elemental_medialive_c4945396_13ec_470f_9338_45638fe16eb2.py,
a9f0b51b-1232-4e6f-922b-648cbe4c0f54,American Football Ball,diagonal-american-football,ready,icon_set/work/primitive-make-ray/a9f0b51b-1232-4e6f-922b-648cbe4c0f54/20260924T171043-batch1-repair/diagonal_american_football_a9f0b51b_1232_4e6f_922b_648cbe4c0f54.py,
504a0510-ec03-4633-a8b4-a32a2b49ce54,Amusement Park Ferris Wheel,spoked-ferris-wheel-with-round-cabins,ready,icon_set/work/primitive-make-ray/504a0510-ec03-4633-a8b4-a32a2b49ce54/20260924T171043-batch1-repair/spoked_ferris_wheel_with_round_cabins_504a0510_ec03_4633_a8b4_a32a2b49ce54.py,
09ba7447-8f77-4033-ba06-5bf4e4d39449,Electronic Ankle Tracking Device,electronic-ankle-tracking-device,ready,icon_set/work/primitive-make-ray/09ba7447-8f77-4033-ba06-5bf4e4d39449/20260924T171043-batch1-repair/electronic_ankle_tracking_device_09ba7447_8f77_4033_ba06_5bf4e4d39449.py,
4fb53005-bb60-46fd-bc0e-7ea549f599e9,Fish in an Aquarium Tank,fish-in-an-aquarium-tank,ready,icon_set/work/primitive-make-ray/4fb53005-bb60-46fd-bc0e-7ea549f599e9/20260924T171043-batch1-repair/fish_in_an_aquarium_tank_4fb53005_bb60_46fd_bc0e_7ea549f599e9.py,
3ccf997d-67a6-4970-9541-a4835906cdba,Fossilized Bug in Amber,fossilized-bug-in-amber,ready,icon_set/work/primitive-make-ray/3ccf997d-67a6-4970-9541-a4835906cdba/20260924T171043-batch1-repair/fossilized_bug_in_amber_3ccf997d_67a6_4970_9541_a4835906cdba.py,
b274b037-6061-4c72-b6f8-f750487d883c,Simple Sitting Frog,front-facing-seated-frog,ready,icon_set/work/primitive-make-ray/b274b037-6061-4c72-b6f8-f750487d883c/20260924T171043-batch1-repair/front_facing_seated_frog_b274b037_6061_4c72_b6f8_f750487d883c.py,
22672d31-d164-4dfa-a6e8-c5a29193cea8,Slithering Snake,s-curved-snake,ready,icon_set/work/primitive-make-ray/22672d31-d164-4dfa-a6e8-c5a29193cea8/20260924T171043-batch1-repair/s_curved_snake_22672d31_d164_4dfa_a6e8_c5a29193cea8.py,
