family,icon,build_status,released,overlay_distance_passed,overlay_holes_passed,lowest_distance,failed_holes,pinches
solo,alluvium,pass,True,True,True,1024.0,0,0
solo,am-letters-underlined,pass,True,True,True,8.0,0,0
solo,amazon-connect,pass,True,True,True,1024.0,0,0
solo,amazon-elastic-container-service,pass,True,True,True,32.0,0,0
solo,amazon-elastic-kubernetes-service,pass,True,True,True,12.0,0,0
solo,amazon-lightsail,pass,True,True,True,1024.0,0,0
solo,amazon-managed-blockchain,pass,True,True,True,10.0,0,0
solo,amazon-simple-email-service,pass,True,True,True,9.0,0,0
solo,amazon-web-service-app-mesh,pass,True,True,True,1024.0,0,0
solo,amazon-web-service-game-tech,pass,True,True,True,18.0,0,0
solo,amazon-web-services-logo,pass,True,True,True,18.0,0,0
solo,amazon-workdocs,pass,True,True,True,17.0,0,0
solo,amazon-workspaces,pass,True,True,True,15.21,0,0
solo,american-football-helmet,pass,True,True,True,16.0,0,0
solo,amfitheater-in-delphi-top,pass,True,True,True,8.0,0,0
solo,ampersand,pass,True,True,True,1024.0,0,0
solo,an-letters,pass,True,True,True,10.0,0,0
solo,analog-pressure-meter,pass,True,True,True,17.0,0,0
solo,analogue-wristwatch,pass,True,True,True,8.0,0,0
solo,anchor-logo,pass,True,True,True,1024.0,0,0
solo,and-1,pass,True,True,True,15.0,0,0
solo,androiddauto-logo,pass,True,True,True,12.6,0,0
solo,angle,pass,True,True,True,1024.0,0,0
solo,angle-90,pass,True,True,True,9.0,0,0
solo,angle-brackets,pass,True,True,True,30.1,0,0
solo,angle-down,pass,True,True,True,1024.0,0,0
solo,angle-left,pass,True,True,True,1024.0,0,0
solo,angle-right,pass,True,True,True,1024.0,0,0
solo,angles-left,pass,True,True,True,1024.0,0,0
solo,angles-right,pass,True,True,True,1024.0,0,0
solo,angles-up,pass,True,True,True,1024.0,0,0
solo,angles-up-down,pass,True,True,True,34.86,0,0
solo,angry-bird,pass,True,True,True,1024.0,0,0
solo,angry-disappointed-face,pass,True,True,True,1024.0,0,0
solo,angry-face,pass,True,True,True,1024.0,0,0
solo,angry-face-symbol,pass,True,True,True,8.86,0,0
solo,angry-person,pass,True,True,True,1024.0,0,0
solo,angular-suv,pass,True,True,True,12.0,0,0
solo,animal-print-bird,pass,True,True,True,1024.0,0,0
solo,anklet,pass,True,True,True,1024.0,0,0
solo,ant,pass,True,True,True,1024.0,0,0
solo,ant-head,pass,True,True,True,8.0,0,0
solo,ant-uncategorized-03,pass,True,True,True,12.0,0,0
solo,anteater,fail,False,False,True,4.44,0,0
solo,antenna-mobile-phone,pass,True,True,True,10.0,0,0
solo,antenna-signal,pass,True,True,True,1024.0,0,0
solo,antique-axe,pass,True,True,True,8.49,0,0
solo,antlered-shaman-figure,pass,True,True,True,8.0,0,0
solo,anxious-face-with-sweat,pass,True,True,True,1024.0,0,0
solo,apache-netbeans-logo-1,pass,True,True,True,16.0,0,0
solo,apartment-balcony-glass,pass,True,True,True,12.0,0,0
solo,aperture-shutter,pass,True,True,True,17.89,0,0
solo,aperture-shutter-blades,pass,True,True,True,12.86,0,0
solo,api-code-brackets,pass,True,True,True,14.14,0,0
solo,apostrophe,pass,True,True,True,1024.0,0,0
solo,app-window,pass,True,True,True,10.0,0,0
solo,app-window-4be97868,pass,True,True,True,10.0,0,0
solo,app-window-apps,pass,True,True,True,18.0,0,0
solo,app-window-small,pass,True,True,True,10.0,0,0
solo,apple-home-logo,pass,True,True,True,8.0,0,0
solo,apple-logo,pass,True,True,True,1024.0,0,0
solo,apple-on-book,pass,True,True,True,10.0,0,0
solo,apple-vision-pro-space-volume,pass,True,True,True,32.0,0,0
solo,apricot-slice,pass,True,True,True,1024.0,0,0
solo,aqi-10-label,pass,True,True,True,8.0,0,0
solo,aquarius-zodiac-symbol,pass,True,True,True,1024.0,0,0
solo,ar-cube-axis-arrows,pass,True,True,True,13.88,0,0
solo,ar-letters-underlined,pass,True,True,True,12.88,0,0
solo,arabian-man,pass,True,True,True,16.0,0,0
solo,arabian-man-avatar,pass,True,True,True,14.0,0,0
solo,arcade-joystick,pass,True,True,True,8.0,0,0
solo,arcade-stick,pass,True,True,True,10.0,0,0
solo,arch-over-stepped-platform,pass,True,True,True,10.0,0,0
solo,arched-handle-flap-handbag,pass,True,True,True,26.0,0,0
solo,arched-six-pane-window,pass,True,True,True,10.0,0,0
solo,arched-stone-bridge,pass,True,True,True,18.0,0,0
solo,arched-tap-running-water,pass,True,True,True,10.0,0,0
solo,arched-tap-spraying-water,pass,True,True,True,9.53,0,0
solo,archery-bow,pass,True,True,True,36.0,0,0
solo,archery-bow-and-arrow,pass,True,True,True,1024.0,0,0
solo,architecture-door-retro,pass,True,True,True,9.0,0,0
solo,architecture-fence,pass,True,True,True,8.0,0,0
solo,architecture-window,pass,True,True,True,15.72,0,0
solo,archive,pass,True,True,True,8.0,0,0
solo,archive-content,pass,True,True,True,8.0,0,0
solo,archive-drawer,pass,True,True,True,8.0,0,0
solo,archlute,pass,True,True,True,1024.0,0,0
solo,archway,pass,True,True,True,8.0,0,0
solo,area-chart,pass,True,True,True,1024.0,0,0
solo,ares-with-spear-and-shield,pass,True,True,True,9.0,0,0
solo,aries-zodiac-symbol,pass,True,True,True,1024.0,0,0
solo,arm-flex,pass,True,True,True,8.84,0,0
solo,armadillo,pass,True,True,True,8.57,0,0
solo,armchair,pass,True,True,True,8.0,0,0
solo,arrange-letter,pass,True,True,True,15.0,0,0
solo,arrange-number,pass,True,True,True,23.0,0,0
solo,arrow,pass,True,True,True,10.94,0,0
solo,arrow-angle-right,pass,True,True,True,1024.0,0,0
solo,arrow-angle-up,pass,True,True,True,1024.0,0,0
solo,arrow-badge-bottom,pass,True,True,True,15.32,0,0
solo,arrow-badge-bottom-2,pass,True,True,True,15.32,0,0
solo,arrow-badge-bottom-arrows,pass,True,True,True,32.0,0,0
solo,arrow-badge-left,pass,True,True,True,32.0,0,0
solo,arrow-badge-left-2,pass,True,True,True,15.32,0,0
solo,arrow-badge-right,pass,True,True,True,15.32,0,0
solo,arrow-badge-right-2,pass,True,True,True,15.32,0,0
solo,arrow-badge-right-arrows,pass,True,True,True,32.0,0,0
solo,arrow-badge-top,pass,True,True,True,32.0,0,0
solo,arrow-badge-top-2,pass,True,True,True,15.32,0,0
solo,arrow-badge-x-left,pass,True,True,True,18.17,0,0
solo,arrow-badge-x-right,pass,True,True,True,18.17,0,0
solo,arrow-badge-x-top,pass,True,True,True,18.17,0,0
solo,arrow-bottom,pass,True,True,True,1024.0,0,0
solo,arrow-bottom-symbol,pass,True,True,True,1024.0,0,0
solo,arrow-button-bottom-1,pass,True,True,True,1024.0,0,0
solo,arrow-button-bottom-3,pass,True,True,True,8.49,0,0
solo,arrow-button-circle-bottom-1,pass,True,True,True,1024.0,0,0
solo,arrow-button-circle-left-1,pass,True,True,True,1024.0,0,0
solo,arrow-button-circle-right-1,pass,True,True,True,1024.0,0,0
solo,arrow-button-circle-top-1,pass,True,True,True,1024.0,0,0
solo,arrow-button-left-1,pass,True,True,True,1024.0,0,0
solo,arrow-button-left-3,pass,True,True,True,8.49,0,0
solo,arrow-button-right-1,pass,True,True,True,1024.0,0,0
solo,arrow-button-right-3,pass,True,True,True,8.49,0,0
solo,arrow-button-top-2,pass,True,True,True,1024.0,0,0
solo,arrow-button-top-3,pass,True,True,True,8.49,0,0
solo,arrow-circle-bottom,pass,True,True,True,1024.0,0,0
solo,arrow-circle-bottom-4,pass,True,True,True,1024.0,0,0
solo,arrow-circle-left,pass,True,True,True,1024.0,0,0
solo,arrow-circle-left-4,pass,True,True,True,1024.0,0,0
solo,arrow-circle-right,pass,True,True,True,1024.0,0,0
solo,arrow-circle-right-4,pass,True,True,True,1024.0,0,0
solo,arrow-circle-top,pass,True,True,True,1024.0,0,0
solo,arrow-circular-clockwise,pass,True,True,True,1024.0,0,0
solo,arrow-corner-bottom,pass,True,True,True,1024.0,0,0
solo,arrow-corner-left,pass,True,True,True,1024.0,0,0
solo,arrow-corner-left-arrows,pass,True,True,True,1024.0,0,0
solo,arrow-corner-right,pass,True,True,True,1024.0,0,0
solo,arrow-corner-top,pass,True,True,True,1024.0,0,0
solo,arrow-dot-corner-down-left,pass,True,True,True,1024.0,0,0
solo,arrow-dot-corner-down-right,pass,True,True,True,1024.0,0,0
solo,arrow-dot-down,pass,True,True,True,1024.0,0,0
solo,arrow-dot-left,pass,True,True,True,1024.0,0,0
solo,arrow-dot-right,pass,True,True,True,1024.0,0,0
solo,arrow-dot-up,pass,True,True,True,1024.0,0,0
solo,arrow-double-bottom,pass,True,True,True,16.97,0,0
solo,arrow-double-left,pass,True,True,True,16.97,0,0
solo,arrow-double-right,pass,True,True,True,16.97,0,0
solo,arrow-double-right-1,pass,True,True,True,1024.0,0,0
solo,arrow-double-top,pass,True,True,True,16.97,0,0
solo,arrow-down-arrows,pass,True,True,True,1024.0,0,0
solo,arrow-down-celsius,pass,True,True,True,1024.0,0,0
solo,arrow-down-left-symbol,pass,True,True,True,1024.0,0,0
solo,arrow-down-right-other,pass,True,True,True,1024.0,0,0
solo,arrow-forward-all,pass,True,True,True,8.49,0,0
solo,arrow-left-1,pass,True,True,True,1024.0,0,0
solo,arrow-left-1da35fcd,pass,True,True,True,1024.0,0,0
solo,arrow-left-9626ad56,pass,True,True,True,1024.0,0,0
solo,arrow-left-ae13e606,pass,True,True,True,1024.0,0,0
solo,arrow-left-arrows,pass,True,True,True,1024.0,0,0
solo,arrow-left-button,pass,True,True,True,9.19,0,0
solo,arrow-left-ca929b9e,pass,True,True,True,1024.0,0,0
solo,arrow-left-curved,pass,True,True,True,1024.0,0,0
solo,arrow-left-right,pass,True,True,True,28.28,0,0
solo,arrow-left-solo,pass,True,True,True,1024.0,0,0
solo,arrow-merge,pass,True,True,True,36.0,0,0
solo,arrow-rectangle-bottom,pass,True,True,True,32.0,0,0
solo,arrow-rectangle-left,pass,True,True,True,32.0,0,0
solo,arrow-rectangle-left-84253ba9,pass,True,True,True,15.32,0,0
solo,arrow-rectangle-left-arrows,pass,True,True,True,32.0,0,0
solo,arrow-rectangle-left-svg180,pass,True,True,True,32.0,0,0
solo,arrow-rectangle-right,pass,True,True,True,32.0,0,0
solo,arrow-rectangle-top,pass,True,True,True,32.0,0,0
solo,arrow-restart,pass,True,True,True,1024.0,0,0
solo,arrow-right-1,pass,True,True,True,1024.0,0,0
solo,arrow-right-2dabd652,pass,True,True,True,1024.0,0,0
solo,arrow-right-a25a30ed,pass,True,True,True,1024.0,0,0
solo,arrow-right-arrows,pass,True,True,True,1024.0,0,0
solo,arrow-right-button,pass,True,True,True,9.19,0,0
solo,arrow-right-curved,pass,True,True,True,1024.0,0,0
solo,arrow-rotate-left,pass,True,True,True,1024.0,0,0
solo,arrow-solid-double-bottom,pass,True,True,True,8.09,0,0
solo,arrow-solid-double-left,pass,True,True,True,8.09,0,0
solo,arrow-solid-double-right,pass,True,True,True,8.09,0,0
solo,arrow-solid-double-top,pass,True,True,True,8.09,0,0
solo,arrow-square,pass,True,True,True,24.0,0,0
solo,arrow-thick-3-bottom-left,pass,True,True,True,10.0,0,0
solo,arrow-thick-3-bottom-right,pass,True,True,True,10.0,0,0
solo,arrow-thick-3-top-left,pass,True,True,True,10.0,0,0
solo,arrow-thick-3-top-right,pass,True,True,True,10.0,0,0
solo,arrow-thick-bottom,pass,True,True,True,1024.0,0,0
solo,arrow-thick-circle-bottom-1,pass,True,True,True,1024.0,0,0
solo,arrow-thick-circle-bottom-left-corner,pass,True,True,True,1024.0,0,0
solo,arrow-thick-circle-left,pass,True,True,True,1024.0,0,0
solo,arrow-thick-circle-left-1,pass,True,True,True,1024.0,0,0
solo,arrow-thick-circle-right-1,pass,True,True,True,1024.0,0,0
solo,arrow-thick-circle-top-1,pass,True,True,True,1024.0,0,0
solo,arrow-thick-corner-1-bottom-left,pass,True,True,True,1024.0,0,0
solo,arrow-thick-corner-1-bottom-right,pass,True,True,True,1024.0,0,0
solo,arrow-thick-corner-1-top-left,pass,True,True,True,1024.0,0,0
solo,arrow-thick-corner-1-top-right,pass,True,True,True,1024.0,0,0
solo,arrow-thick-corner-2-bottom-left,pass,True,True,True,1024.0,0,0
solo,arrow-thick-corner-2-bottom-right,pass,True,True,True,1024.0,0,0
solo,arrow-thick-corner-2-top-left,pass,True,True,True,1024.0,0,0
solo,arrow-thick-corner-2-top-right,pass,True,True,True,1024.0,0,0
solo,arrow-thick-corner-bottom-right,pass,True,True,True,14.14,0,0
solo,arrow-thick-corner-top-left,pass,True,True,True,14.14,0,0
solo,arrow-thick-corner-top-right,pass,True,True,True,14.14,0,0
solo,arrow-thick-down-3,fail,False,False,True,7.97,0,0
solo,arrow-thick-left,pass,True,True,True,18.0,0,0
solo,arrow-thick-left-arrows,pass,True,True,True,1024.0,0,0
solo,arrow-thick-left-bottom,pass,True,True,True,14.14,0,0
solo,arrow-thick-left-bottom-corner,pass,True,True,True,11.0,0,0
solo,arrow-thick-left-bottom-corner-7edc5400,pass,True,True,True,14.14,0,0
solo,arrow-thick-left-bottom-corner-arrows,pass,True,True,True,1024.0,0,0
solo,arrow-thick-left-bottom-corner-c6782d65,pass,True,True,True,1024.0,0,0
solo,arrow-thick-left-e18602b5,pass,True,True,True,1024.0,0,0
solo,arrow-thick-left-f1d8397e,pass,True,True,True,1024.0,0,0
solo,arrow-thick-right,pass,True,True,True,1024.0,0,0
solo,arrow-thick-top,pass,True,True,True,1024.0,0,0
solo,arrow-thick-top-symbol,pass,True,True,True,16.0,0,0
solo,arrow-thin-bottom,pass,True,True,True,1024.0,0,0
solo,arrow-thin-bottom-symbol,pass,True,True,True,1024.0,0,0
solo,arrow-thin-double-bottom,pass,True,True,True,10.94,0,0
solo,arrow-thin-double-left,pass,True,True,True,10.94,0,0
solo,arrow-thin-double-right,pass,True,True,True,10.94,0,0
solo,arrow-thin-left,pass,True,True,True,1024.0,0,0
solo,arrow-thin-right,pass,True,True,True,1024.0,0,0
solo,arrow-thin-top,pass,True,True,True,1024.0,0,0
solo,arrow-thin-top-symbol,pass,True,True,True,1024.0,0,0
solo,arrow-top,pass,True,True,True,1024.0,0,0
solo,arrow-top-button,pass,True,True,True,15.04,0,0
solo,arrow-trend-up,pass,True,True,True,1024.0,0,0
solo,arrow-turn-right,pass,True,True,True,36.77,0,0
solo,arrow-turn-right-state,pass,True,True,True,1024.0,0,0
solo,arrow-turn-right-symbol,pass,True,True,True,1024.0,0,0
solo,arrow-u-turn-left,pass,True,True,True,26.0,0,0
solo,arrow-undo-left,pass,True,True,True,24.0,0,0
solo,arrow-up-celsius,pass,True,True,True,1024.0,0,0
solo,arrow-up-down,pass,True,True,True,24.0,0,0
solo,arrow-up-from-ring,pass,True,True,True,8.0,0,0
solo,arrow-up-right-state,pass,True,True,True,1024.0,0,0
solo,arrow-up-right-symbol,pass,True,True,True,1024.0,0,0
solo,arrow-up-to-bracket,pass,True,True,True,36.0,0,0
solo,arrow-wayfinding,pass,True,True,True,22.0,0,0
solo,arrow-winding-up,pass,True,True,True,1024.0,0,0
solo,arrow-zigzag-bottom,pass,True,True,True,10.0,0,0
solo,arrow-zigzag-left,pass,True,True,True,10.0,0,0
solo,arrow-zigzag-right,pass,True,True,True,11.0,0,0
solo,arrow-zigzag-top,pass,True,True,True,11.0,0,0
solo,arrows-circular-chevron,pass,True,True,True,24.0,0,0
solo,arrows-circular-sync,pass,True,True,True,1024.0,0,0
solo,arrows-curved-transfer,pass,True,True,True,20.0,0,0
solo,arrows-diagonal-opposing,pass,True,True,True,1024.0,0,0
solo,arrows-diagonal-resize,pass,True,True,True,16.97,0,0
solo,arrows-inward-four,pass,True,True,True,11.31,0,0
solo,arrows-left-right,pass,True,True,True,16.0,0,0
solo,arrows-maximize,pass,True,True,True,36.0,0,0
solo,arrows-minimize,pass,True,True,True,36.0,0,0
solo,arrows-move,pass,True,True,True,25.46,0,0
solo,arrows-pointing-to-center,pass,True,True,True,12.0,0,0
solo,arrows-retweet,pass,True,True,True,23.0,0,0
solo,arrows-up-grid,pass,True,True,True,22.0,0,0
solo,artboard-shapes,pass,True,True,True,9.0,0,0
solo,artillery-field-gun,pass,True,True,True,1024.0,0,0
solo,artillery-gun-outriggers,pass,True,True,True,10.61,0,0
solo,ascending-sort-1,pass,True,True,True,16.0,0,0
solo,ascot,pass,True,True,True,10.0,0,0
solo,aspect-ratio,pass,True,True,True,9.0,0,0
solo,aspect-ratio-4-3,pass,True,True,True,1024.0,0,0
solo,assassin-hood,pass,True,True,True,11.75,0,0
solo,astrology-lilith,pass,True,True,True,1024.0,0,0
solo,astrology-moon,pass,True,True,True,1024.0,0,0
solo,astrology-pisces,pass,True,True,True,31.99,0,0
solo,astrology-sun,pass,True,True,True,1024.0,0,0
solo,astrology-tent,pass,True,True,True,1024.0,0,0
solo,astronomy-blackhole,pass,True,True,True,1024.0,0,0
solo,astronomy-planet-mercury,pass,True,True,True,1024.0,0,0
solo,astronomy-planet-pluto,pass,True,True,True,1024.0,0,0
solo,astronomy-planet-uranus,pass,True,True,True,1024.0,0,0
solo,athlete-pole-vaulting,pass,True,True,True,8.42,0,0
solo,athlete-running-right,pass,True,True,True,8.37,0,0
solo,atom,pass,True,True,True,20.0,0,0
solo,atom-other,pass,True,True,True,16.97,0,0
solo,atom-three-orbits,pass,True,True,True,16.45,0,0
solo,atv-side-view,pass,True,True,True,9.0,0,0
solo,auto-text,pass,True,True,True,8.0,0,0
solo,auto-text-label,pass,True,True,True,11.0,0,0
solo,automatic-rifle,pass,True,True,True,8.0,0,0
solo,avatar-fire-fighter-woman,pass,True,True,True,8.0,0,0
solo,avatar-jockey-man,pass,True,True,True,16.0,0,0
solo,avatar-judo-athlete-man,pass,True,True,True,16.97,0,0
solo,avatar-judo-athlete-woman,pass,True,True,True,16.97,0,0
solo,avatar-korean-woman,pass,True,True,True,16.0,0,0
solo,avatar-muslim-man-outfit,pass,True,True,True,8.0,0,0
solo,avatar-pajamas-woman,pass,True,True,True,32.0,0,0
solo,avatar-police-woman-1,pass,True,True,True,16.0,0,0
solo,avatar-ship-crew-navy-1,pass,True,True,True,8.0,0,0
solo,avatar-woman-air-hostess-1,pass,True,True,True,24.0,0,0
solo,avatar-woman-store-clerk,pass,True,True,True,8.0,0,0
solo,avatar-woman-store-clerk-3,pass,True,True,True,16.0,0,0
solo,avocado-slice,pass,True,True,True,1024.0,0,0
solo,award-flower-rosette,pass,True,True,True,1024.0,0,0
solo,award-medal,pass,True,True,True,1024.0,0,0
solo,award-medal-rewards,pass,True,True,True,1024.0,0,0
solo,awd-text-label,fail,False,False,True,1.75,0,0
solo,axe-with-wood-chips,pass,True,True,True,8.49,0,0
solo,azadi-tower,pass,True,True,True,36.0,0,0
solo,b-letter-underlined,pass,True,True,True,12.0,0,0
solo,ba-letters-underlined,pass,True,True,True,10.0,0,0
solo,baby-bib,pass,True,True,True,1024.0,0,0
solo,baby-bottle,pass,True,True,True,26.0,0,0
solo,baby-bottle-with-handles,pass,True,True,True,22.63,0,0
solo,baby-carrier,pass,True,True,True,8.0,0,0
solo,baby-chick,pass,True,True,True,1024.0,0,0
solo,baby-face-with-bow,pass,True,True,True,28.0,0,0
solo,baby-figure,fail,False,True,False,8.49,0,2
solo,baby-girl-face,pass,True,True,True,28.0,0,0
solo,baby-head,pass,True,True,True,1024.0,0,0
solo,baby-onesie,pass,True,True,True,24.0,0,0
solo,baby-potty,pass,True,True,True,36.0,0,0
solo,baby-pram,pass,True,True,True,14.0,0,0
solo,baby-stroller,pass,True,True,True,14.0,0,0
solo,baby-walker,pass,True,True,True,10.0,0,0
solo,backward,pass,True,True,True,12.49,0,0
solo,bad,pass,True,True,True,1024.0,0,0
solo,badge-1,pass,True,True,True,1024.0,0,0
solo,badge-2,pass,True,True,True,1024.0,0,0
solo,badge-3,pass,True,True,True,9.0,0,0
solo,badge-star-2,pass,True,True,True,36.0,0,0
solo,badminton-shuttlecock,pass,True,True,True,11.06,0,0
solo,bag,pass,True,True,True,16.0,0,0
solo,bag-1e030fe3,pass,True,True,True,10.0,0,0
solo,bag-44d13a4d,pass,True,True,True,12.0,0,0
solo,bag-bf5296da,pass,True,True,True,12.0,0,0
solo,bag-d97bc915,pass,True,True,True,8.0,0,0
solo,bag-e213494f,pass,True,True,True,16.0,0,0
solo,bag-photography,pass,True,True,True,8.0,0,0
solo,bag-shopping,pass,True,True,True,8.0,0,0
solo,bagan-temple-plain,pass,True,True,True,10.0,0,0
solo,baggage,pass,True,True,True,10.0,0,0
solo,baggage-travel,pass,True,True,True,10.0,0,0
solo,baht,pass,True,True,True,14.0,0,0
solo,balance-scales,pass,True,True,True,8.0,0,0
solo,balancing-stick-pose,pass,True,True,True,1024.0,0,0
solo,ball,pass,True,True,True,1024.0,0,0
solo,ball-of-yarn,pass,True,True,True,1024.0,0,0
solo,ball-with-lines,pass,True,True,True,20.0,0,0
solo,ballet-dress,pass,True,True,True,16.0,0,0
solo,ballot-box,pass,True,True,True,15.74,0,0
solo,ballot-box-vote,pass,True,True,True,10.0,0,0
solo,bamboo-stalk-with-leaves,pass,True,True,True,12.0,0,0
solo,bandaged-index-finger,pass,True,True,True,8.0,0,0
solo,bandaid,pass,True,True,True,11.31,0,0
solo,bangle-with-heart-charm,pass,True,True,True,1024.0,0,0
solo,bank-columns,pass,True,True,True,12.0,0,0
solo,banknote-coin-mark,pass,True,True,True,32.0,0,0
solo,banknote-simple,pass,True,True,True,32.0,0,0
solo,bar-chart-lines,pass,True,True,True,12.0,0,0
solo,bar-clamp,pass,True,True,True,8.0,0,0
solo,bar-graph-rising,pass,True,True,True,8.0,0,0
solo,barbed-wire,pass,True,True,True,18.73,0,0
solo,barbed-wire-knot,pass,True,True,True,1024.0,0,0
solo,barcode,pass,True,True,True,10.0,0,0
solo,barcode-7283882e,pass,True,True,True,13.0,0,0
solo,barcode-bf664f43,pass,True,True,True,13.0,0,0
solo,barcode-d7b4657c,pass,True,True,True,11.0,0,0
solo,barcode-e7b1e1e5,pass,True,True,True,12.0,0,0
solo,barcode-shopping,pass,True,True,True,10.0,0,0
solo,barista-at-cash-register,pass,True,True,True,11.0,0,0
solo,bark,pass,True,True,True,8.0,0,0
solo,barrier,pass,True,True,True,11.31,0,0
solo,bars-chart,pass,True,True,True,12.0,0,0
solo,bartainder,pass,True,True,True,8.85,0,0
solo,bartender-avatar,pass,True,True,True,12.0,0,0
solo,baseball-bat-and-ball,pass,True,True,True,10.0,0,0
solo,baseball-cap,pass,True,True,True,32.0,0,0
solo,baseline-chart,pass,True,True,True,1024.0,0,0
solo,basket,pass,True,True,True,20.0,0,0
solo,basket-shopping,pass,True,True,True,20.0,0,0
solo,basketball,pass,True,True,True,1024.0,0,0
solo,basketball-ball,pass,True,True,True,1024.0,0,0
solo,bat,pass,True,True,True,12.66,0,0
solo,bat-emblem,pass,True,True,True,8.7,0,0
solo,batch-01-laptop,pass,True,True,True,8.0,0,0
solo,batch-01-laptop-7a7343f1,pass,True,True,True,8.0,0,0
solo,batch-01-laptop-96bd0a70,pass,True,True,True,8.0,0,0
solo,batch-01-laptop-computers,pass,True,True,True,8.0,0,0
solo,batch-01-monitor,pass,True,True,True,8.0,0,0
solo,batch-01-monitor-computers,pass,True,True,True,8.0,0,0
solo,batch-02-desktop-computer-computers,pass,True,True,True,8.0,0,0
solo,batch-05-ribbon-tie,pass,True,True,True,10.0,0,0
solo,bath-duck,pass,True,True,True,8.0,0,0
solo,bather-in-steaming-pool,pass,True,True,True,1024.0,0,0
