file,family,source_icon_id,old_category,new_category,status,how
solo/abyssinian_cat_face_4024aa11_f046_4298_94d3_26616ea3bdc8.py,solo,4024aa11-f046-4298-94d3-26616ea3bdc8,objects/pets,pets,changed,pictoicon
solo/academic_graduation_cap_078c527e_7fad_4791_9242_4409c4f071d0.py,solo,078c527e-7fad-4791-9242-4409c4f071d0,objects/symbols,primitives-generate,changed,pictoicon
solo/academic_graduation_cap_ac0c8839_9020_4a65_9a30_af5a45d63503.py,solo,ac0c8839-9020-4a65-9a30-af5a45d63503,objects/accessories,accessories,changed,pictoicon
solo/access_key_card_solo_db1da222_3377_4c97_b61f_22ec2ef4ed83.py,solo,db1da222-3377-4c97-b61f-22ec2ef4ed83,objects/interface-essential,primitives-generate,changed,pictoicon
solo/accordion_7083ce91_7e5d_5623_a68c_d237791381a4.py,solo,7083ce91-7e5d-5623-a68c-d237791381a4,objects/music,music,changed,pictoicon
solo/accordion_expanded_bellows_69a16a1d_326d_4d41_8176_0941b0d6011f.py,solo,69a16a1d-326d-4d41-8176-0941b0d6011f,objects,primitives-generate,changed,pictoicon
solo/account_profile_card_a2029a15_66fa_482d_a28c_001d915dd91d.py,solo,a2029a15-66fa-482d-a28c-001d915dd91d,symbols/standalone,symbol,changed,pictoicon
solo/acorn_squash_03328fd8_ade5_5134_a1a1_203c2420f432.py,solo,03328fd8-ade5-5134-a1a1-203c2420f432,objects/food,food,changed,pictoicon
solo/acorn_squash_vegetable_batch_009_13_03328fd8_ade5_5134_a1a1_203c2420f432.py,solo,03328fd8-ade5-5134-a1a1-203c2420f432,objects/batch-009,food,changed,pictoicon
solo/acornsquash_6fab995c_7033_5ab7_baa6_14ae11adc80d.py,solo,6fab995c-7033-5ab7-baa6-14ae11adc80d,objects,food,changed,pictoicon
solo/acoustic_guitar_2e3b9013_429e_4cb3_8093_1e76dd0f5307.py,solo,2e3b9013-429e-4cb3-8093-1e76dd0f5307,objects/music,music,changed,pictoicon
solo/acro_yoga_stacked_bridge_e90b7491_c523_516a_bb5e_3f47ddbb4cab.py,solo,e90b7491-c523-516a-bb5e-3f47ddbb4cab,objects/sports,sports,changed,pictoicon
solo/acro_yoga_supported_balance_5240dbe0_19a2_54d5_b0f7_5cc3089e49e4.py,solo,5240dbe0-19a2-54d5-b0f7-5cc3089e49e4,objects/sports,sports,changed,pictoicon
solo/action_camera_on_mount_72cb7019_78c5_48b3_852b_3f89cfac4e24.py,solo,72cb7019-78c5-48b3-852b-3f89cfac4e24,objects/photography,photography,changed,pictoicon
solo/active_sporting_figure_62189f84_b3c6_4b58_ba8a_fae03adee313.py,solo,62189f84-b3c6-4b58-ba8a-fae03adee313,objects/container-components,video-games,changed,pictoicon
solo/acupuncture_treatment_9cda3d74_9188_56ba_baff_f6b76dd64242.py,solo,9cda3d74-9188-56ba-baff-f6b76dd64242,objects/health,health,changed,pictoicon
solo/adblue_fluid_level_wave_ddba64a9_7a33_401d_9571_bce55808907f.py,solo,ddba64a9-7a33-401d-9571-bce55808907f,objects/uncategorized,primitives-generate,changed,pictoicon
solo/add_circle_1_39599cbe_59cb_4e0a_a987_fdb1399c7551.py,solo,39599cbe-59cb-4e0a-a987-fdb1399c7551,_uncategorized_01,primitives-generate,changed,pictoicon
solo/add_location_map_pin_solo_4fe0a6bc_2115_4dc8_acaf_745d96ceef9a.py,solo,4fe0a6bc-2115-4dc8-acaf-745d96ceef9a,objects/interface-essential,primitives-generate,changed,pictoicon
solo/add_user_left_content_8ba0173e_ae74_494a_8435_e67c82a71260.py,solo,8ba0173e-ae74-494a-8435-e67c82a71260,objects/interface-essential,symbol,changed,pictoicon
solo/add_user_profile_content_e68e4095_a045_40e9_81f2_491f7d5b6a83.py,solo,e68e4095-a045-40e9-81f2-491f7d5b6a83,objects/interface-essential,symbol,changed,pictoicon
solo/add_user_right_content_76a7beb2_8dda_4a85_a0e7_ab19ebdecd32.py,solo,76a7beb2-8dda-4a85-a0e7-ab19ebdecd32,objects/interface-essential,symbol,changed,pictoicon
solo/adder_77a84225_bc63_404c_8e7b_1890d0aceb3d.py,solo,77a84225-bc63-404c-8e7b-1890d0aceb3d,objects/symbols,primitives-generate,changed,pictoicon
solo/adjacent_teeth_with_braces_4fe6a86e_b26a_405a_9e35_84f3c5a12b9e.py,solo,4fe6a86e-b26a-405a-9e35-84f3c5a12b9e,objects/health,health,changed,pictoicon
solo/adjustable_brightness_light_bulb_afa0c105_3fb7_4c77_b44d_80888cf292ec.py,solo,afa0c105-3fb7-4c77-b44d-80888cf292ec,objects/reference,primitives-generate,changed,pictoicon
solo/adjustable_lamp_2_1a3dd3e8_27fe_40d4_9e28_a1002c878050.py,solo,1a3dd3e8-27fe-40d4-9e28-a1002c878050,_uncategorized_01,primitives-generate,changed,pictoicon
solo/admit_one_event_ticket_batch_009_02_e8d960e6_64b4_517c_93cb_1e66fae8e2e6.py,solo,e8d960e6-64b4-517c-93cb-1e66fae8e2e6,objects/batch-009,entertainment,changed,pictoicon
solo/admob_logo_166238e9_fe64_4404_9aa2_ae5f4b82de80.py,solo,166238e9-fe64-4404-9aa2-ae5f4b82de80,_uncategorized_01,primitives-generate,changed,pictoicon
solo/adobe_cloud_logo_1a854686_429a_4caa_b2bb_aa9186cfd668.py,solo,1a854686-429a-4caa-b2bb-aa9186cfd668,_uncategorized_01,primitives-generate,changed,pictoicon
solo/adult_and_child_walking_in_park_1a7cb03f_21bf_4ab8_a038_43f1f09b9abc.py,solo,1a7cb03f-21bf-4ab8-a038-43f1f09b9abc,objects/wayfinding,wayfinding,changed,pictoicon
solo/adult_beside_child_bust_ab07d9fa_5a90_40d1_929f_c687e4e325fb.py,solo,ab07d9fa-5a90-40d1-929f-c687e4e325fb,objects,primitives-generate,changed,pictoicon
solo/adult_child_high_five_hands_b88757c2_b1ab_49df_9283_b755a2874066.py,solo,b88757c2-b1ab-49df-9283-b755a2874066,people/family,family,changed,pictoicon
solo/adult_child_stretching_b62f90b2_531e_43c6_ad69_f18b9bf695f8.py,solo,b62f90b2-531e-43c6-ad69-f18b9bf695f8,objects/sports,sports,changed,pictoicon
solo/adult_swinging_child_by_hands_ad5be048_1dc2_486c_81ca_f13c84abf2da.py,solo,ad5be048-1dc2-486c-81ca-f13c84abf2da,objects/wayfinding,wayfinding,changed,pictoicon
solo/adult_with_arm_around_child_30fe08b3_f765_4860_bb20_5c7cdf3b8b52.py,solo,30fe08b3-f765-4860-bb20-5c7cdf3b8b52,objects,primitives-generate,changed,pictoicon
solo/advertisement_flyer_with_tear_off_tabs_solo_b002_06_08adb1ca_a993_46ae_966a_fe5da84cc041.py,solo,08adb1ca-a993-46ae-966a-fe5da84cc041,objects,business,changed,pictoicon
solo/advertising_technorati_5b7fd18e_1654_4680_87ab_99986f0f5a39.py,solo,5b7fd18e-1654-4680-87ab-99986f0f5a39,_uncategorized_01,primitives-generate,changed,pictoicon
solo/aerial_yoga_bow_pose_4a1112c6_2f20_434b_b756_511460d08610.py,solo,4a1112c6-2f20-434b-b756-511460d08610,objects/reference,primitives-generate,changed,pictoicon
solo/aerial_yoga_inversion_a4cdc728_6ddc_5030_90ee_9fd33c53636a.py,solo,a4cdc728-6ddc-5030-90ee-9fd33c53636a,objects/sports,sports,changed,pictoicon
solo/aerial_yoga_standing_stretch_bf631264_7a4c_4e1d_a29d_1e9aa325795f.py,solo,bf631264-7a4c-4e1d-a29d-1e9aa325795f,objects,primitives-generate,changed,pictoicon
solo/aerosol_spray_can_batch_019_01_31ccd5ef_ee58_44ad_8884_4d5e8485d81f.py,solo,31ccd5ef-ee58-44ad-8884-4d5e8485d81f,objects,primitives-generate,changed,pictoicon
solo/aerosol_spray_can_solo_31ccd5ef_ee58_44ad_8884_4d5e8485d81f.py,solo,31ccd5ef-ee58-44ad-8884-4d5e8485d81f,objects/interface-essential,primitives-generate,changed,pictoicon
solo/affinity_designer_logo_3afd9516_37f7_4b8b_b3a9_8ba2e70ade56.py,solo,3afd9516-37f7-4b8b-b3a9-8ba2e70ade56,_uncategorized_01,primitives-generate,changed,pictoicon
solo/affinity_publisher_logo_ca67be63_3b5a_4b74_800b_f1df0601b64c.py,solo,ca67be63-3b5a-4b74-800b-f1df0601b64c,Uncategorized,primitives-generate,changed,pictoicon
solo/afghan_hound_head_4abc788f_9a40_5426_aee4_94c0f2ed3834.py,solo,4abc788f-9a40-5426-aee4-94c0f2ed3834,objects/pets,pets,changed,pictoicon
solo/afternoon_sun_3b91179d_54d6_411e_a6dd_c91c93c5edd3.py,solo,3b91179d-54d6-411e-a6dd-c91c93c5edd3,objects/weather,weather,changed,pictoicon
solo/aftershave_rectangular_label_bottle_078b15ae_a8b0_46f7_9d70_ae907f416879.py,solo,078b15ae-a8b0-46f7-9d70-ae907f416879,objects,primitives-generate,changed,pictoicon
solo/agricultural_combine_harvester_batch_009_04_4cf780e3_9747_4d9b_af55_8f7ae55bc7c6.py,solo,4cf780e3-9747-4d9b-af55-8f7ae55bc7c6,objects/batch-009,farming,changed,pictoicon
solo/aiming_rifle_shooter_ad6a0427_9dcf_56bc_a271_c70f6694c4d6.py,solo,ad6a0427-9dcf-56bc-a271-c70f6694c4d6,objects/sports,sports,changed,pictoicon
solo/air_pollution_fire_bab5b5ab_20b1_4dd5_9adc_c0506955e155.py,solo,bab5b5ab-20b1-4dd5-9adc-c0506955e155,Uncategorized,primitives-generate,changed,pictoicon
solo/air_purifier_3_e3b1dda5_6739_48a8_9b7e_aa74e8a061ed.py,solo,e3b1dda5-6739-48a8-9b7e-aa74e8a061ed,objects,ecology,changed,pictoicon
solo/air_purifier_with_midline_and_upright_indicator_a83ae7ee_8a41_4fef_9868_438ff298dd07.py,solo,a83ae7ee-8a41-4fef-9868-438ff298dd07,objects/general | objects/ecology,ecology,changed,pictoicon
solo/air_purifier_with_sloped_top_vent_and_round_control_e3b1dda5_6739_48a8_9b7e_aa74e8a061ed.py,solo,e3b1dda5-6739-48a8-9b7e-aa74e8a061ed,objects/ecology,ecology,changed,pictoicon
solo/air_purifier_with_two_feet_and_airflow_strokes_e686f130_6226_4d7d_b4c5_09b77a01b089.py,solo,e686f130-6226-4d7d-b4c5-09b77a01b089,objects | objects/ecology,ecology,changed,pictoicon
solo/air_traffic_control_tower_e986b3b7_175a_5433_ac4c_169da6fbf531.py,solo,e986b3b7-175a-5433-ac4c-169da6fbf531,objects/travel,travel,changed,pictoicon
solo/airbnb_logo_768363e4_ebe3_4f7b_acb9_1268ec362ebd.py,solo,768363e4-ebe3-4f7b-acb9-1268ec362ebd,_uncategorized_01,primitives-generate,changed,pictoicon
solo/airbrush_spray_gun_8ad00d24_fd59_47d1_b4d4_68699424443b.py,solo,8ad00d24-fd59-47d1-b4d4-68699424443b,objects/hobbies,hobbies,changed,pictoicon
solo/airbrush_spray_gun_batch_013_13_8ad00d24_fd59_47d1_b4d4_68699424443b.py,solo,8ad00d24-fd59-47d1-b4d4-68699424443b,objects/batch-subjects,hobbies,changed,pictoicon
solo/aircraft_releasing_bomb_2b5448ac_d13c_4da3_bd51_fe5763b6acc1.py,solo,2b5448ac-d13c-4da3-bd51-fe5763b6acc1,objects/war,war,changed,pictoicon
solo/airmail_055d9bbb_508e_4991_84fd_c6c91f3a1a47.py,solo,055d9bbb-508e-4991-84fd-c6c91f3a1a47,_uncategorized_01,primitives-generate,changed,pictoicon
solo/airplane_47a78895_0132_42e2_8459_c80e2e317111.py,solo,47a78895-0132-42e2-8459-c80e2e317111,other,primitives-generate,changed,pictoicon
solo/airplane_above_small_cloud_60e635ed_7468_46af_b857_343b70ed3f97.py,solo,60e635ed-7468-46af-b857-343b70ed3f97,objects/transportation,primitives-generate,changed,pictoicon
solo/airplane_departing_runway_1c7f6825_5aeb_4100_8e73_fd8c444b5b5c.py,solo,1c7f6825-5aeb-4100-8e73-fd8c444b5b5c,objects/travel,travel,changed,pictoicon
solo/airplane_diagonal_2ec97e18_7c91_4c51_a73f_9939c19661c8.py,solo,2ec97e18-7c91-4c51-a73f-9939c19661c8,symbols/standalone,symbol,changed,pictoicon
solo/airplane_flying_over_globe_edb3fdfa_2f3d_4eac_81a5_1655e873407e.py,solo,edb3fdfa-2f3d-4eac-81a5-1655e873407e,objects/container-components,symbol,changed,pictoicon
solo/airplane_horizontal_0e73af01_7338_412e_b76b_79b5b693ad46.py,solo,0e73af01-7338-412e-b76b-79b5b693ad46,objects/symbols,symbol,changed,pictoicon
solo/airplane_other_4a625cc1_8989_433b_89db_ddf1b6a98ffe.py,solo,4a625cc1-8989-433b-89db-ddf1b6a98ffe,other,primitives-generate,changed,pictoicon
solo/airplane_right_facing_full_wings_3297cd8c_f784_4a07_8f3e_82b7e7146b94.py,solo,3297cd8c-f784-4a07-8f3e-82b7e7146b94,objects,primitives-generate,changed,pictoicon
solo/airplane_rising_above_ground_line_28bc625b_2596_540d_91c3_fb5e36336a56.py,solo,28bc625b-2596-540d-91c3-fb5e36336a56,objects/travel,travel,changed,pictoicon
solo/airplane_rising_above_runway_9f12f04e_63d9_4917_a3df_8058e3c50e7b.py,solo,9f12f04e-63d9-4917-a3df-8058e3c50e7b,objects/transportation,primitives-generate,changed,pictoicon
solo/airplane_side_profile_single_wing_9de328f1_e686_4c93_955f_3977dc939c3a.py,solo,9de328f1-e686-4c93-955f-3977dc939c3a,objects/reference,primitives-generate,changed,pictoicon
solo/airplane_spraying_over_three_crop_sprouts_e90b088e_df73_455c_88bd_5035e3e5a851.py,solo,e90b088e-df73-455c-88bd-5035e3e5a851,objects/ecology,ecology,changed,pictoicon
solo/airplane_taking_off_39a4161c_ed3c_5509_8f55_7f29d7d27ec9.py,solo,39a4161c-ed3c-5509-8f55-7f29d7d27ec9,objects/travel,travel,changed,pictoicon
solo/airplane_top_view_7bb654f0_826d_4963_aac7_ff67301003fb.py,solo,7bb654f0-826d-4963-aac7-ff67301003fb,objects/mobile,mobile,changed,pictoicon
solo/airplane_top_view_fuselage_94d6385f_007c_5de3_b7a9_d9483583e910.py,solo,94d6385f-007c-5de3-b7a9-d9483583e910,objects/mobile,mobile,changed,pictoicon
solo/airplane_top_view_rounded_wings_3d6cd0c8_32b5_4b44_85b4_ced44e8263e3.py,solo,3d6cd0c8-32b5-4b44-85b4-ced44e8263e3,objects/travel,travel,changed,pictoicon
solo/airplane_top_view_swept_wings_1a77b164_d1b5_40f6_89b4_9b211524fbb0.py,solo,1a77b164-d1b5-40f6-89b4-9b211524fbb0,objects | objects/travel,travel,changed,pictoicon
solo/airplane_with_landing_wheel_b7792e71_0de0_4b22_ab92_ffaf9912effd.py,solo,b7792e71-0de0-4b22-ab92-ffaf9912effd,objects/travel,travel,changed,pictoicon
solo/airport_signal_antenna_58573359_f61e_52a8_b710_7818357fd8e0.py,solo,58573359-f61e-52a8-b710-7818357fd8e0,objects/travel,travel,changed,pictoicon
solo/alarm_bell_ring_4a12d6a5_374a_5c49_8bd7_4bf52793db57.py,solo,4a12d6a5-374a-5c49-8bd7-4bf52793db57,objects,interface-essential,changed,pictoicon
solo/alarm_bell_ringing_cf00e394_2d68_4d1e_aa93_205988e1f2bc.py,solo,cf00e394-2d68-4d1e-aa93-205988e1f2bc,objects/symbols,symbol,changed,pictoicon
solo/alarm_bell_with_pull_cord_59ecece2_93ff_46a3_a526_cf9fa5657923.py,solo,59ecece2-93ff-46a3-a526-cf9fa5657923,objects/wayfinding,wayfinding,changed,pictoicon
solo/alarm_clock_with_open_bell_arcs_83bc5c21_27e8_537b_8020_6ddf04f3f6b8.py,solo,83bc5c21-27e8-537b-8020-6ddf04f3f6b8,objects/interface-essential,interface-essential,changed,pictoicon
solo/alcove_5c5e171c_ba31_4513_a36c_dbb30aad9abc.py,solo,5c5e171c-ba31-4513-a36c-dbb30aad9abc,_uncategorized_01,primitives-generate,changed,pictoicon
solo/alert_bell_batch_025_10_5d7c349d_b71c_4d9c_b0af_6c2857180992.py,solo,5d7c349d-b71c-4d9c-b0af-6c2857180992,objects/other,primitives-generate,changed,pictoicon
solo/alert_message_151_solo_7e09150d_43aa_4f5b_816a_c54bff21709a.py,solo,7e09150d-43aa-4f5b-816a-c54bff21709a,objects/interface-essential,messages,changed,pictoicon
solo/alert_message_45_solo_179dc2f8_89c2_456f_8ce6_03926fbb072a.py,solo,179dc2f8-89c2-456f-8ce6-03926fbb072a,objects/interface-essential,symbol,changed,pictoicon
solo/alien_bust_almond_eyes_764d4882_3ab3_40e2_b064_eedc57ea1a69.py,solo,764d4882-3ab3-40e2-b064-eedc57ea1a69,objects,primitives-generate,changed,pictoicon
solo/alien_head_angular_eyes_194e70a7_f921_4957_b6e3_e9ba0cf49902.py,solo,194e70a7-f921-4957-b6e3-e9ba0cf49902,objects/science,science,changed,pictoicon
solo/alien_head_slanted_eyes_3111e4ee_f8d7_5adc_8f71_0cc4e4063457.py,solo,3111e4ee-f8d7-5adc-8f71-0cc4e4063457,objects/science,science,changed,pictoicon
solo/alien_head_twin_hanging_lobes_1cbfd2f8_04d6_4b91_b205_3ee8299e6715.py,solo,1cbfd2f8-04d6-4b91-b205-3ee8299e6715,objects/science,science,changed,pictoicon
solo/align_justify_2d113807_920b_4a92_a7f2_098829e4adb2.py,solo,2d113807-920b-4a92-a7f2-098829e4adb2,_uncategorized_01,primitives-generate,changed,pictoicon
solo/align_left_5638c5a1_e0b4_4dc2_a48d_471b5f1a3a00.py,solo,5638c5a1-e0b4-4dc2-a48d-471b5f1a3a00,_uncategorized_01,primitives-generate,changed,pictoicon
solo/align_objects_to_bottom_5869dc11_5541_4b5c_b969_659cb0ebec19.py,solo,5869dc11-5541-4b5c-b969-659cb0ebec19,actions/alignment,primitives-generate,changed,pictoicon
solo/align_objects_to_left_margin_7ecb4322_bc08_40dc_b66a_56bc0ca7c7cb.py,solo,7ecb4322-bc08-40dc-b66a-56bc0ca7c7cb,actions/alignment,primitives-generate,changed,pictoicon
solo/align_top_bottom_f31f1d33_4050_4371_af56_548e54cec150.py,solo,f31f1d33-4050-4371-af56-548e54cec150,actions/alignment,primitives-generate,changed,pictoicon
solo/align_top_move_c7665d4b_d589_4003_8834_958ea7cbf3a9.py,solo,c7665d4b-d589-4003-8834-958ea7cbf3a9,actions/alignment,primitives-generate,changed,pictoicon
solo/all_terrain_vehicle_batch_025_14_b4068396_30fc_5e9b_8eca_c9272d55decc.py,solo,b4068396-30fc-5e9b-8eca-c9272d55decc,objects/other,primitives-generate,changed,pictoicon
solo/alluvium_b3e4a9c7_dc3d_4a9b_81c9_23a3db70e396.py,solo,b3e4a9c7-dc3d-4a9b-81c9-23a3db70e396,_uncategorized_02,primitives-generate,changed,pictoicon
solo/almond_eye_round_pupil_aafcc0c6_2ec8_4091_bcbe_644e2a982c6f.py,solo,aafcc0c6-2ec8-4091-bcbe-644e2a982c6f,objects,primitives-generate,changed,pictoicon
solo/almond_eye_with_round_iris_1680072f_5d0c_4ea3_aed8_cb2f31e02e2e.py,solo,1680072f-5d0c-4ea3-aed8-cb2f31e02e2e,objects/reference,primitives-generate,changed,pictoicon
solo/almond_with_longitudinal_grooves_21cf2891_95c7_45ad_8e85_cab9a6e17c04.py,solo,21cf2891-95c7-45ad-8e85-cab9a6e17c04,objects,primitives-generate,changed,pictoicon
solo/amazon_elastic_kubernetes_service_5e383727_1f8e_48cd_a7d1_b56da4e149db.py,solo,5e383727-1f8e-48cd-a7d1-b56da4e149db,_uncategorized_02,primitives-generate,changed,pictoicon
solo/amazon_emr_f542e864_60e7_4015_8097_2c14a14c8f14.py,solo,f542e864-60e7-4015-8097-2c14a14c8f14,technology/cloud,primitives-generate,changed,pictoicon
solo/amazon_eventbridge_34f87da9_e584_47f7_8fe0_ca66e9aa7da9.py,solo,34f87da9-e584-47f7-8fe0-ca66e9aa7da9,objects/symbol,primitives-generate,changed,pictoicon
solo/amazon_kinesis_data_analytics_8a60c977_db4f_4a2b_852f_9198df1fc339.py,solo,8a60c977-db4f-4a2b-852f-9198df1fc339,technology/cloud,primitives-generate,changed,pictoicon
solo/amazon_simple_email_service_9ee05c5e_5262_4581_b325_c0ad9f515a32.py,solo,9ee05c5e-5262-4581-b325-c0ad9f515a32,_uncategorized_02,primitives-generate,changed,pictoicon
solo/amazon_web_service_app_mesh_e445dc8e_d77f_47cd_abd6_2ae8c4e0029d.py,solo,e445dc8e-d77f-47cd-abd6-2ae8c4e0029d,_uncategorized_02,primitives-generate,changed,pictoicon
solo/amazon_web_service_codepipeline_1_12be411f_98cd_4c43_b650_b16b090dc516.py,solo,12be411f-98cd-4c43-b650-b16b090dc516,objects/general,primitives-generate,changed,pictoicon
solo/amazon_web_service_elemental_medialive_c4945396_13ec_470f_9338_45638fe16eb2.py,solo,c4945396-13ec-470f-9338-45638fe16eb2,objects/reference,primitives-generate,changed,pictoicon
solo/amazon_web_service_game_tech_a7558136_8e09_4d56_8e82_dd4c66e81553.py,solo,a7558136-8e09-4d56-8e82-dd4c66e81553,_uncategorized_02,primitives-generate,changed,pictoicon
solo/amazon_web_service_marketplaces_cart_b98df773_88b9_4b59_bf8f_31bdee2160b2.py,solo,b98df773-88b9-4b59-bf8f-31bdee2160b2,objects/symbol,primitives-generate,changed,pictoicon
solo/amazon_web_services_logo_671a6600_cf66_4590_9e43_48121888537b.py,solo,671a6600-cf66-4590-9e43-48121888537b,_uncategorized_03,primitives-generate,changed,pictoicon
solo/amazon_workdocs_d2d8430c_6c7b_4487_912e_4dca17690e6b.py,solo,d2d8430c-6c7b-4487-912e-4dca17690e6b,_uncategorized_03,primitives-generate,changed,pictoicon
solo/amazon_workspaces_779e76e2_d06e_4791_b0bb_9e964acf6162.py,solo,779e76e2-d06e-4791-b0bb-9e964acf6162,_uncategorized_03,primitives-generate,changed,pictoicon
solo/american_football_helmet_beb9b298_3458_51b9_b5ff_257cafa1751f.py,solo,beb9b298-3458-51b9-b5ff-257cafa1751f,objects/sports,sports,changed,pictoicon
solo/amfitheater_in_delphi_top_2baf247e_0126_4274_99c5_a0211405791f.py,solo,2baf247e-0126-4274-99c5-a0211405791f,_uncategorized_03,primitives-generate,changed,pictoicon
solo/amphibian_frog_de82f94b_4b63_5902_9b4d_4f8c91eabd43.py,solo,de82f94b-4b63-5902-9b4d-4f8c91eabd43,nature/animals,animals,changed,pictoicon
solo/amphitheater_seating_and_round_stage_8a4178c7_eedb_4a97_930f_a81a357d0119.py,solo,8a4178c7-eedb-4a97-930f-a81a357d0119,objects,primitives-generate,changed,pictoicon
solo/amphora_with_flared_neck_and_loop_handles_e30e73e8_cfbc_5e50_8790_a60a3cd980aa.py,solo,e30e73e8-cfbc-5e50-8790-a60a3cd980aa,objects/culture,culture,changed,pictoicon
solo/amphora_with_human_motif_4a7047c5_414e_4f2c_a28a_f9673c2ed7a4.py,solo,4a7047c5-414e-4f2c-a28a-f9673c2ed7a4,objects/culture,culture,changed,pictoicon
solo/analog_clock_02239e41_5c08_5c59_a65d_1a4042e45034.py,solo,02239e41-5c08-5c59-a65d-1a4042e45034,objects/interface-essential,interface-essential,changed,pictoicon
