file,old_category,new_category,categories
icon_set/metadata/container/overlapping-squares-container.json,containers,interface-essential,interface-essential primitives
icon_set/metadata/container/pair-of-square-brackets.json,containers,container,container
icon_set/metadata/container/panoramic-360-degree-virtual-reality-view.json,containers,container,container
icon_set/metadata/container/panoramic-cylindrical-view.json,containers,container,container
icon_set/metadata/container/paper-document.json,containers,container,container
icon_set/metadata/container/payment-card-container.json,containers,business,business other primitives-generate
icon_set/metadata/container/pentagon-refresh-symbol.json,containers,container,container
icon_set/metadata/container/photo-camera-container.json,containers,photography,photography other primitives-generate
icon_set/metadata/container/point-top-hexagon-container.json,containers,design,design primitives
icon_set/metadata/container/portable-single-burner-stove.json,containers,container,container
icon_set/metadata/container/power-cable-loop.json,containers,container,container
icon_set/metadata/container/precision-crosshair.json,containers,container,container
icon_set/metadata/container/presentation-board-on-stand.json,containers,container,container
icon_set/metadata/container/presentation-board.json,containers,container,container
icon_set/metadata/container/propane-gas-cylinder-tank.json,containers,container,container
icon_set/metadata/container/pull-down-projection-screen.json,containers,office,office other primitives-generate
icon_set/metadata/container/rain-cloud-container.json,containers,container,container
icon_set/metadata/container/rectangular-picture-frame.json,containers,container,container
icon_set/metadata/container/rectangular-sign-board.json,containers,container,container
icon_set/metadata/container/rectangular-signboard-on-a-pole.json,containers,container,container
icon_set/metadata/container/refresh-magnifier-container.json,containers,business,business other primitives-generate
icon_set/metadata/container/reply-message-bubble.json,containers,container,container
icon_set/metadata/container/restaurant-food-cloche.json,containers,container,container
icon_set/metadata/container/retail-shopping-bag.json,containers,container,container
icon_set/metadata/container/retro-television-with-antenna.json,containers,container,container
icon_set/metadata/container/ribbon-bookmark-container.json,containers,interface-essential,interface-essential primitives
icon_set/metadata/container/right-pointing-label-tag.json,containers,container,container
icon_set/metadata/container/right-pointing-tag.json,containers,container,container
icon_set/metadata/container/rotating-circular-sync-arrows.json,containers,container,container
icon_set/metadata/container/round-bottom-chemistry-flask-rounded-rim.json,containers,container,container
icon_set/metadata/container/round-bottom-chemistry-flask.json,containers,container,container
icon_set/metadata/container/round-smartwatch.json,containers,container,container
icon_set/metadata/container/round-wrist-smartwatch.json,containers,container,container
icon_set/metadata/container/rounded-chat-message-bubble.json,containers,container,container
icon_set/metadata/container/rounded-cloud-container.json,containers,container,container
icon_set/metadata/container/rounded-gear-container.json,containers,interface-essential,interface-essential other primitives-generate
icon_set/metadata/container/rounded-rectangular-frame.json,containers,container,container
icon_set/metadata/container/rounded-vertical-rectangle.json,containers,container,container
icon_set/metadata/container/scalloped-circular-badge.json,containers,container,container
icon_set/metadata/container/search-magnifying-glass.json,containers,container,container
icon_set/metadata/container/security-protection-shield.json,containers,container,container
icon_set/metadata/container/security-shield.json,containers,container,container
icon_set/metadata/container/sedan-profile-container.json,containers,transportation,transportation primitives
icon_set/metadata/container/selection-bounding-box-tool.json,containers,container,container
icon_set/metadata/container/settings-gear-container.json,containers,interface-essential,interface-essential primitives
icon_set/metadata/container/shipping-box-container.json,containers,shipping,shipping other primitives-generate
icon_set/metadata/container/shopping-bag.json,containers,shopping,shopping primitives
icon_set/metadata/container/simple-admission-ticket.json,containers,container,container
icon_set/metadata/container/simple-business-briefcase.json,containers,container,container
icon_set/metadata/container/simple-closed-book.json,containers,container,container
icon_set/metadata/container/simple-file-folder.json,containers,container,container
icon_set/metadata/container/simple-folded-booklet.json,containers,container,container
icon_set/metadata/container/simple-house-icon.json,containers,container,container
icon_set/metadata/container/simple-house-outline.json,containers,container,container
icon_set/metadata/container/simple-trash-bin.json,containers,container,container
icon_set/metadata/container/smartphone-front-camera-flash.json,containers,container,container
icon_set/metadata/container/smartphone-home-bar-container.json,containers,phones,phones primitives
icon_set/metadata/container/smartphone-with-store-awning.json,containers,container,container
icon_set/metadata/container/soft-boiled-egg-in-cup.json,containers,container,container
icon_set/metadata/container/square-alignment-measurement-frame.json,containers,container,container
icon_set/metadata/container/square-artboard-with-corner-indicators.json,containers,container,container
icon_set/metadata/container/square-camera-focus-viewfinder.json,containers,container,container
icon_set/metadata/container/square-front-smartwatch-container.json,containers,devices,devices other primitives-generate
icon_set/metadata/container/square-leaf-frame.json,containers,container,container
icon_set/metadata/container/square-note-with-top-hole.json,containers,container,container
icon_set/metadata/container/square-repeat-arrows.json,containers,container,container
icon_set/metadata/container/square-selection-box.json,containers,container,container
icon_set/metadata/container/square-smartwatch-device.json,containers,container,container
icon_set/metadata/container/stacked-browser-windows.json,containers,container,container
icon_set/metadata/container/storage-box-with-lid.json,containers,container,container
icon_set/metadata/container/storage-jar.json,containers,container,container
icon_set/metadata/container/stylized-fire-flame.json,containers,container,container
icon_set/metadata/container/tabbed-folder-container.json,containers,folders,folders primitives
icon_set/metadata/container/takeaway-cup-with-straw-container.json,containers,drinks,drinks primitives
icon_set/metadata/container/target-crosshair-symbol.json,containers,container,container
icon_set/metadata/container/teacher-presenting-at-whiteboard.json,containers,container,container
icon_set/metadata/container/teardrop-location-pin.json,containers,container,container
icon_set/metadata/container/tied-money-sack.json,containers,container,container
icon_set/metadata/container/tnt-detonator-plunger.json,containers,container,container
icon_set/metadata/container/towel-ring.json,containers,container,container
icon_set/metadata/container/trash-bin.json,containers,container,container
icon_set/metadata/container/trash-can-with-lid.json,containers,container,container
icon_set/metadata/container/trophy-cup-container.json,containers,business,business other primitives-generate
icon_set/metadata/container/universal-prohibited-symbol.json,containers,container,container
icon_set/metadata/container/unlocked-security-padlock.json,containers,container,container
icon_set/metadata/container/unrolled-blueprint.json,containers,container,container
icon_set/metadata/container/upward-pointing-tag.json,containers,container,container
icon_set/metadata/container/upward-pointing-triangle-symbol.json,containers,container,container
icon_set/metadata/container/vertical-admission-ticket.json,containers,container,container
icon_set/metadata/container/vibrating-mobile-device.json,containers,container,container
icon_set/metadata/container/video-camera-icon.json,containers,container,container
icon_set/metadata/container/water-droplet-container.json,containers,smileys,smileys other primitives-generate
icon_set/metadata/container/water-kettle-with-lid.json,containers,container,container
icon_set/metadata/container/waving-flag-on-pole.json,containers,container,container
icon_set/metadata/container/wavy-flag-container.json,containers,social,social primitives
icon_set/metadata/container/web-browser-window.json,containers,container,container
icon_set/metadata/container/wheeled-suitcase-container.json,containers,travel,travel state
icon_set/metadata/container/white-blood-cell.json,containers,container,container
icon_set/metadata/container/world-globe-sphere.json,containers,container,container
icon_set/metadata/container/zoom-in-magnifying-glass-with-plus-badge.json,containers,container,container
icon_set/metadata/container/zoom-in-magnifying-glass.json,containers,container,container
icon_set/metadata/solo/a-frame-church.json,places/landmarks,landmarks,landmarks primitives
icon_set/metadata/solo/a-line-skirt.json,clothes,clothes,primitives clothes
icon_set/metadata/solo/abacus-two-rods-four-beads.json,objects/finance,finance,primitives finance
icon_set/metadata/solo/abdominal-muscles.json,objects/sports,sports,sports primitives
icon_set/metadata/solo/abdominal-torso.json,objects/sports,sports,sports primitives
icon_set/metadata/solo/about-me-logo.json,brands/logos,logos,logos primitives
icon_set/metadata/solo/abyssinian-cat-face.json,objects/pets,pets,pets primitives
icon_set/metadata/solo/academic-graduation-cap.json,objects/accessories,accessories,primitives accessories
icon_set/metadata/solo/access-key-card-solo.json,objects/interface-essential,primitives-generate,symbol state other primitives-generate
icon_set/metadata/solo/accordion.json,objects/music,music,primitives music
icon_set/metadata/solo/account-profile-card.json,symbols/standalone,symbol,symbol
icon_set/metadata/solo/acorn-squash-three-lobes.json,food,food,primitives food
icon_set/metadata/solo/acorn-squash-vegetable-batch-009-13.json,objects/batch-009,food,primitives food
icon_set/metadata/solo/acorn-squash.json,objects/food,food,primitives food
icon_set/metadata/solo/acorn.json,food,food,primitives food
icon_set/metadata/solo/acoustic-guitar.json,objects/music,music,primitives music
icon_set/metadata/solo/acro-yoga-folded-balance.json,sports,sports,sports primitives
icon_set/metadata/solo/acro-yoga-stacked-bridge.json,objects/sports,sports,sports primitives
icon_set/metadata/solo/acro-yoga-supported-balance.json,objects/sports,sports,sports primitives
icon_set/metadata/solo/acrobatic-hanging-sports.json,sports,sports,sports primitives
icon_set/metadata/solo/acrobatic-hanging.json,sports,sports,sports primitives
icon_set/metadata/solo/action-camera-on-mount.json,objects/photography,photography,photography primitives
icon_set/metadata/solo/action.json,diagrams,diagrams,diagrams primitives
icon_set/metadata/solo/actions-authentication-square-circle.json,programing,programing,programing primitives
icon_set/metadata/solo/actions-authentication-squares.json,programing,programing,programing primitives
icon_set/metadata/solo/active-sporting-figure.json,objects/container-components,video-games,primitives video-games
icon_set/metadata/solo/acupuncture-treatment.json,objects/health,health,health primitives
icon_set/metadata/solo/adaptive-headlight.json,transportation,transportation,transportation primitives
icon_set/metadata/solo/add-bd3e56c0.json,interface-essential,interface-essential,interface-essential other primitives-generate
icon_set/metadata/solo/add-bold.json,interface-essential,interface-essential,interface-essential primitives
icon_set/metadata/solo/add-circle-1.json,_uncategorized_01,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/add-interface-essential.json,interface-essential,interface-essential,interface-essential primitives
icon_set/metadata/solo/add-location-map-pin-solo.json,objects/interface-essential,primitives-generate,symbol state other primitives-generate
icon_set/metadata/solo/add-tab.json,interface-essential,interface-essential,interface-essential primitives
icon_set/metadata/solo/add-user-left-content.json,objects/interface-essential,symbol,symbol
icon_set/metadata/solo/add-user-profile-content.json,objects/interface-essential,symbol,symbol
icon_set/metadata/solo/add-user-right-content.json,objects/interface-essential,symbol,symbol
icon_set/metadata/solo/add.json,interface-essential,interface-essential,interface-essential other primitives-generate
icon_set/metadata/solo/adjacent-teeth-with-braces.json,objects/health,health,health primitives
icon_set/metadata/solo/adjustable-lamp-2.json,_uncategorized_01,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/admit-one-event-ticket-batch-007-14.json,entertainment,entertainment,entertainment primitives
icon_set/metadata/solo/admit-one-event-ticket-batch-009-02.json,objects/batch-009,entertainment,entertainment primitives
icon_set/metadata/solo/admob-logo.json,_uncategorized_01,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/adobe-cloud-logo.json,_uncategorized_01,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/adult-and-child-walking-in-park.json,objects/wayfinding,wayfinding,wayfinding primitives
icon_set/metadata/solo/adult-child-high-five-hands.json,people/family,family,primitives family
icon_set/metadata/solo/adult-child-stretching.json,objects/sports,sports,sports primitives
icon_set/metadata/solo/adult-swinging-child-by-hands.json,objects/wayfinding,wayfinding,wayfinding primitives
icon_set/metadata/solo/adventure-car.json,transportation,transportation,transportation primitives
icon_set/metadata/solo/advertisement-flyer-with-tear-off-tabs-solo-b002-06.json,objects,business,primitives business
icon_set/metadata/solo/advertising-technorati.json,_uncategorized_01,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/aerial-yoga-inversion.json,objects/sports,sports,sports primitives
icon_set/metadata/solo/aerosol-spray-can-batch-019-01.json,objects,primitives-generate,primitives-generate state other
icon_set/metadata/solo/aerosol-spray-can-solo.json,objects/interface-essential,primitives-generate,primitives-generate state other
icon_set/metadata/solo/affinity-designer-logo.json,_uncategorized_01,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/affinity-publisher-logo.json,Uncategorized,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/afghan-hound-head.json,objects/pets,pets,pets primitives
icon_set/metadata/solo/afternoon-sun.json,objects/weather,weather,weather primitives
icon_set/metadata/solo/agricultural-combine-harvester-batch-009-04.json,objects/batch-009,farming,farming primitives
icon_set/metadata/solo/aiming-rifle-shooter.json,objects/sports,sports,sports primitives
icon_set/metadata/solo/air-pollution-fire.json,Uncategorized,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/air-purifier-with-midline-and-upright-indicator.json,objects/ecology,ecology,ecology other primitives-generate
icon_set/metadata/solo/air-purifier-with-sloped-top-vent-and-round-control.json,objects/ecology,ecology,primitives ecology
icon_set/metadata/solo/air-purifier-with-two-feet-and-airflow-strokes.json,objects/ecology,ecology,ecology other primitives-generate
icon_set/metadata/solo/air-traffic-control-tower.json,objects/travel,travel,travel primitives
icon_set/metadata/solo/airbnb-logo.json,_uncategorized_01,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/airbrush-spray-gun-batch-013-13.json,objects/batch-subjects,hobbies,primitives hobbies
icon_set/metadata/solo/airbrush-spray-gun.json,objects/hobbies,hobbies,primitives hobbies
icon_set/metadata/solo/airchair.json,symbol,symbol,symbol
icon_set/metadata/solo/aircraft-releasing-bomb.json,objects/war,war,war primitives
icon_set/metadata/solo/airmail.json,_uncategorized_01,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/airplane-departing-runway.json,objects/travel,travel,travel primitives
icon_set/metadata/solo/airplane-diagonal.json,symbols/standalone,symbol,symbol state
icon_set/metadata/solo/airplane-flying-over-globe.json,objects/container-components,symbol,symbol
icon_set/metadata/solo/airplane-horizontal.json,objects/symbols,symbol,symbol state
icon_set/metadata/solo/airplane-other.json,other,primitives-generate,symbol state other primitives-generate
icon_set/metadata/solo/airplane-rising-above-ground-line.json,objects/travel,travel,travel primitives
icon_set/metadata/solo/airplane-spraying-over-three-crop-sprouts.json,objects/ecology,ecology,primitives ecology
icon_set/metadata/solo/airplane-taking-off.json,objects/travel,travel,travel primitives
icon_set/metadata/solo/airplane-top-view-fuselage.json,objects/mobile,mobile,mobile primitives
icon_set/metadata/solo/airplane-top-view-rounded-wings.json,objects/travel,travel,travel state other primitives-generate
icon_set/metadata/solo/airplane-top-view-swept-wings.json,objects/travel,travel,travel primitives
icon_set/metadata/solo/airplane-top-view.json,objects/mobile,mobile,mobile state
icon_set/metadata/solo/airplane-with-landing-wheel.json,objects/travel,travel,travel primitives
icon_set/metadata/solo/airplane.json,other,primitives-generate,other primitives-generate
icon_set/metadata/solo/airport-signal-antenna.json,objects/travel,travel,travel primitives
icon_set/metadata/solo/airship-over-cloud.json,transportation,transportation,transportation primitives
icon_set/metadata/solo/alarm-bell-ringing.json,objects/symbols,symbol,symbol state
icon_set/metadata/solo/alarm-bell-with-pull-cord.json,objects/wayfinding,wayfinding,wayfinding primitives
icon_set/metadata/solo/alarm-clock-with-open-bell-arcs.json,objects/interface-essential,interface-essential,interface-essential primitives
icon_set/metadata/solo/alcove.json,_uncategorized_01,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/alert-bell-batch-025-10.json,objects/other,primitives-generate,other primitives-generate
icon_set/metadata/solo/alert-message-151-solo.json,objects/interface-essential,messages,messages primitives
icon_set/metadata/solo/alert-message-45-solo.json,objects/interface-essential,symbol,symbol state
icon_set/metadata/solo/alien-head-angular-eyes.json,objects/science,science,science primitives
icon_set/metadata/solo/alien-head-slanted-eyes.json,objects/science,science,science primitives
icon_set/metadata/solo/alien-head-twin-hanging-lobes.json,objects/science,science,science primitives
icon_set/metadata/solo/align-justify.json,_uncategorized_01,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/align-left.json,_uncategorized_01,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/align-stroke-to-center.json,design,design,design primitives
icon_set/metadata/solo/all-might-head-batch-086.json,video-games,video-games,primitives video-games
icon_set/metadata/solo/all-terrain-vehicle-batch-025-14.json,objects/other,primitives-generate,other primitives-generate
icon_set/metadata/solo/alluvium.json,_uncategorized_02,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/amazon-appflow.json,apps,apps,apps primitives
icon_set/metadata/solo/amazon-connect.json,programing,programing,programing state
icon_set/metadata/solo/amazon-elastic-container-service.json,programing,programing,programing primitives
icon_set/metadata/solo/amazon-elastic-kubernetes-service.json,_uncategorized_02,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/amazon-lightsail.json,programing,programing,programing primitives
icon_set/metadata/solo/amazon-managed-blockchain.json,programing,programing,programing primitives
icon_set/metadata/solo/amazon-simple-email-service.json,_uncategorized_02,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/amazon-web-service-app-mesh.json,_uncategorized_02,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/amazon-web-service-game-tech.json,_uncategorized_02,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/amazon-web-services-logo.json,_uncategorized_03,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/amazon-workdocs.json,_uncategorized_03,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/amazon-workspaces.json,_uncategorized_03,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/american-football-helmet.json,objects/sports,sports,sports primitives
icon_set/metadata/solo/amfitheater-in-delphi-top.json,_uncategorized_03,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/ampersand.json,interface-essential,interface-essential,interface-essential primitives
icon_set/metadata/solo/amphora-with-flared-neck-and-loop-handles.json,objects/culture,culture,culture primitives
icon_set/metadata/solo/amphora-with-human-motif.json,objects/culture,culture,culture primitives
icon_set/metadata/solo/analog-clock.json,objects/interface-essential,interface-essential,interface-essential primitives
icon_set/metadata/solo/analog-pressure-meter.json,objects/tools,tools,primitives tools
icon_set/metadata/solo/analogue-wristwatch.json,objects/accessories,accessories,primitives accessories
icon_set/metadata/solo/anchor-logo.json,_uncategorized_03,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/and-1.json,_uncategorized_03,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/and-gate-connected-to-triangular-buffer.json,diagrams,diagrams,diagrams primitives
icon_set/metadata/solo/android-mascot-robot-icon-batch-001-r2.json,objects/interface,apps,apps primitives
icon_set/metadata/solo/android-mascot-robot-icon-batch-001-r3.json,apps,apps,apps primitives
icon_set/metadata/solo/android-mascot-robot-icon-solo-b001-01.json,objects,apps,apps primitives
icon_set/metadata/solo/android-mascot-with-arms.json,apps,apps,apps primitives
icon_set/metadata/solo/android-mascot-without-arms.json,apps,apps,apps primitives
icon_set/metadata/solo/androiddauto-logo.json,_uncategorized_03,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/angel-and-kneeling-person.json,objects/holidays,holidays,primitives holidays
icon_set/metadata/solo/angle-90.json,_uncategorized_03,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/angle-brackets.json,interface-essential,interface-essential,interface-essential primitives
icon_set/metadata/solo/angle-down.json,_uncategorized_03,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/angle-left.json,_uncategorized_03,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/angle-right.json,_uncategorized_03,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/angle.json,_uncategorized_03,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/angled-broom-with-sweeping-strokes.json,objects/design,design,design primitives
icon_set/metadata/solo/angled-dental-explorer-curved-tip.json,objects/health,health,health primitives
icon_set/metadata/solo/angled-shoe-prints.json,objects/crime,crime,crime primitives
icon_set/metadata/solo/angled-three-card-color-swatch-fan.json,objects/design,design,design primitives
icon_set/metadata/solo/angles-left.json,_uncategorized_03,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/angles-right.json,_uncategorized_03,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/angles-up-down.json,_uncategorized_03,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/angles-up.json,_uncategorized_03,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/angry-bird.json,video-games,video-games,primitives video-games
icon_set/metadata/solo/angry-disappointed-face.json,people/emotions,smileys,smileys primitives
icon_set/metadata/solo/angry-face-symbol.json,symbol,symbol,symbol
icon_set/metadata/solo/angry-face.json,people/emotions,smileys,smileys primitives
icon_set/metadata/solo/angry-human-head-side-profile.json,objects/health,health,health primitives
icon_set/metadata/solo/angry-person-bust-batch-019-03.json,objects,primitives-generate,other primitives-generate
icon_set/metadata/solo/angry-person-bust-solo-b017.json,objects/everyday,primitives-generate,other primitives-generate
icon_set/metadata/solo/angry-person.json,symbols/standalone,symbol,symbol
icon_set/metadata/solo/angular-fox-face.json,objects/finance,finance,primitives finance
icon_set/metadata/solo/angular-gear.json,objects/interface-essential,interface-essential,interface-essential primitives
icon_set/metadata/solo/angular-suv.json,objects/transportation,transportation,transportation primitives
icon_set/metadata/solo/animal-print-bird.json,_uncategorized,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/anklet.json,_uncategorized_03,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/ant-head.json,nature/animals,animals,animals primitives
icon_set/metadata/solo/ant-uncategorized-03.json,_uncategorized_03,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/ant.json,animals,animals,animals primitives
icon_set/metadata/solo/anteater.json,animals,animals,animals primitives
icon_set/metadata/solo/antenna-mobile-phone.json,objects/device,phones,phones primitives
icon_set/metadata/solo/antenna-signal.json,objects/symbols,symbol,symbol state
icon_set/metadata/solo/antique-axe.json,war,war,war other primitives-generate
icon_set/metadata/solo/antlered-shaman-figure.json,culture/religion,religion,primitives religion
icon_set/metadata/solo/anxious-face-with-sweat.json,people/emotions,smileys,smileys primitives
icon_set/metadata/solo/apache-netbeans-logo-1.json,_uncategorized_03,primitives-generate,primitives primitives-generate
icon_set/metadata/solo/apartment-balcony-glass.json,building,building,building primitives
icon_set/metadata/solo/aperture-shutter-blades.json,objects/photography,photography,photography primitives
icon_set/metadata/solo/aperture-shutter.json,symbol,symbol,symbol
icon_set/metadata/solo/api-code-brackets.json,objects/programming,programing,programing primitives
