uuid,category,concept,icon_id,reference,primary,all_categories,origin,previous_runs,newest_run,current_drawing,error_count,first_errors
e8929314-39ec-46c6-9cfb-5107ebede2dc,programing,Binary Code Data Lake,data-lake-code,pictographic-primitives/programing/data lake code_e8929314-39ec-46c6-9cfb-5107ebede2dc.svg,spacing,spacing parallel,primitive-make-ray,2,20260923T164222Z-round2-batch4,published/failed/solo48/data-lake-code.svg,22,"mic [digit-1-2]: parallel straight edges digit-1-2 and digit-1-1 are 4 apart on centerlines (ink gap 0); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [digit-0-0]: digit-0-0 and digit-0-1 are 4 apart on centerlines nearest (6, 10)<->(10, 10); (needs 8) | mic [digit-0-0]: digit-0-0 and digit-1-0 are 6.526 apart on centerlines nearest (6, 14)<->(8.199, 20.144); (needs 8)"
f2265828-4def-5cb0-be87-edeb3a4d341e,programing,Scientific Atom Symbol,atom-three-orbits-reference,pictographic-primitives/programing/amazon web service sagemaker_f2265828-4def-5cb0-be87-edeb3a4d341e.svg,pinches,pinches holes,model tree,0,,published/failed/solo48/atom-three-orbits-reference.svg,1,holes/pinches: 6 undersized holes; 2 pinches
cf0d9970-8b38-5723-b109-a3be9696acdb,rating,Three Star Rating,rating-star-three;three-star-rating-row;three-star-rating-row-v2;three-star-rating-row-v3,pictographic-primitives/rating/rating star three_cf0d9970-8b38-5723-b109-a3be9696acdb.svg,bounds,bounds spacing pinches holes,primitive-make-ray,1,20260924T055851-bounds-batch3,published/failed/solo48/rating-star-three.svg;published/failed/solo48/three-star-rating-row.svg;published/failed/solo48/three-star-rating-row-v2.svg;published/failed/solo48/three-star-rating-row-v3.svg,7,"holes/pinches: 3 undersized holes; 0 pinches | mic [star-0]: star-0 and star-1 are 2 apart on centerlines nearest (16, 20)<->(18, 20); (needs 8) | mic [star-1]: star-1 and star-2 are 2 apart on centerlines nearest (30, 20)<->(32, 20); (needs 8)"
c0ea9f23-ec77-44d1-920d-71fcc67e252e,romance,Hearts and Festive Bunting,wedding-celebration,pictographic-primitives/romance/wedding celebration_c0ea9f23-ec77-44d1-920d-71fcc67e252e.svg,pinches,pinches holes,primitive-make-ray,1,20260923T212805-batch55,published/failed/solo48/wedding-celebration.svg,1,holes/pinches: 3 undersized holes; 1 pinches
4ed91cc5-870d-4844-a54d-8cf25bededb3,sports,Rifle Crosshair Target,shooting-rifle-aim,pictographic-primitives/sports/shooting rifle aim_4ed91cc5-870d-4844-a54d-8cf25bededb3.svg,spacing,spacing parallel holes,primitive-make-ray,1,20260923T203915884942-ray42,published/failed/solo48/shooting-rifle-aim.svg,3,"mic [rifle]: parallel straight edges rifle-1 and stock-3 are 4 apart on centerlines (ink gap 0); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [trigger]: trigger and sight-bottom are 3.830 apart on centerlines nearest (22.028, 29.715)<->(24, 33); (needs 8) | holes/pinches: 4 undersized holes; 0 pinches"
26cfbb23-55d5-4b36-b8ee-026317013752,sports,Sport Match Scoreboard,scoreboard-26cfbb23,pictographic-primitives/sports/scoreboard_26cfbb23-55d5-4b36-b8ee-026317013752.svg,spacing,spacing parallel,primitive-make-ray,1,batch-41-20260923,published/failed/solo48/scoreboard-26cfbb23.svg,9,"mic [panel]: parallel straight edges panel-2 and zero-2 are 3 apart on centerlines (ink gap -1); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [two-bottom]: parallel straight edges two-bottom-2 and panel-4 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [panel]: panel and two-top are 6 apart on centerlines nearest (6, 18)<->(12, 18); (needs 8)"
0918c48a-7ee6-4895-9035-4645fdc17ae1,sports,Sports Match Score Board,scoreboard,pictographic-primitives/sports/scoreboard_0918c48a-7ee6-4895-9035-4645fdc17ae1.svg,spacing,spacing parallel,primitive-make-ray,1,batch-41-20260923,published/failed/solo48/scoreboard.svg,8,"mic [panel]: parallel straight edges panel-2 and zero-2 are 5 apart on centerlines (ink gap 1); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [two-bottom]: parallel straight edges two-bottom-2 and panel-4 are 7 apart on centerlines (ink gap 3); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [hanger-0]: hanger-0 and two-top are 4.544 apart on centerlines nearest (13, 17)<->(14.583, 21.259); (needs 8)"
6d731820-468b-5c38-b10b-859f24a8eab3,sports,Trophy Cup Competition Bracket,tournament-bracket,pictographic-primitives/sports/tournament bracket_6d731820-468b-5c38-b10b-859f24a8eab3.svg,parallel,parallel,primitive-make-ray,1,20260923-211808-batch51-gpt6,published/failed/solo48/tournament-bracket.svg,2,"mic [bracket]: parallel straight edges bracket-2, bracket-3 and node-left-0, node-left-1 are 2 apart on centerlines (ink gap -2); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [bracket]: parallel straight edges bracket-2, bracket-3 and node-right-0, node-right-1 are 2 apart on centerlines (ink gap -2); requires at least 8 centerline / 4 ink (midpoint-normal)"
9dc361bf-d268-4878-852c-ebdc9f66c69b,technology,5G Wireless Mobile Connectivity,network-5g,pictographic-primitives/technology/network 5g_9dc361bf-d268-4878-852c-ebdc9f66c69b.svg,spacing,spacing,primitive-make-ray,1,20260923-batch29-caa9711eeb05,published/failed/solo48/network-5g.svg,7,"mic [bottom--1]: bottom--1 and five-bowl are 7.464 apart on centerlines nearest (18, 38)<->(16.937, 30.611); (needs 8) | mic [tick--1-16]: tick--1-16 and five-top are 2.828 apart on centerlines nearest (10, 16)<->(12, 18); (needs 8) | mic [tick--1-32]: tick--1-32 and five-bowl are 2.828 apart on centerlines nearest (10, 32)<->(12, 30); (needs 8)"
f9cd92b5-81e6-4ebc-aa40-c2db3af7fac6,technology,Content Following Head Rotation,head-lock-content-movement,pictographic-primitives/technology/head lock content movement_f9cd92b5-81e6-4ebc-aa40-c2db3af7fac6.svg,spacing,spacing,primitive-make-ray,1,20260923T-batch19-67b1c9,published/failed/solo48/head-lock-content-movement.svg,5,"mic [content]: content and ray-left are 4.242 apart on centerlines nearest (14, 14)<->(11, 11); (needs 8) | mic [content]: content and ray-right are 4.242 apart on centerlines nearest (19, 21)<->(22, 24); (needs 8) | mic [content]: content and turn are 2.828 apart on centerlines nearest (28, 12)<->(30, 10); (needs 8)"
f89489d3-928e-4d8e-8a13-9ff760315c90,transportation,Auto Mode Text,automatic-drive-gear,pictographic-primitives/transportation/automatic drive gear_f89489d3-928e-4d8e-8a13-9ff760315c90.svg,spacing,spacing parallel pinches holes,primitive-make-ray,1,20260923T095850Z,published/failed/solo48/automatic-drive-gear.svg,7,mic [letter-o]: parallel straight edges letter-o-2 and letter-o-6 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [letter-o]: parallel straight edges letter-o-6 and t-stem are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [t-stem]: parallel straight edges t-stem and u-right are 7 apart on centerlines (ink gap 3); requires at least 8 centerline / 4 ink (midpoint-normal)
51d07cc0-5d3e-489d-b18a-12bf56b9cf6a,transportation,Four Meter Height Limit Sign,road-sign-4m-high,pictographic-primitives/transportation/road sign 4m high_51d07cc0-5d3e-489d-b18a-12bf56b9cf6a.svg,spacing,spacing,primitive-make-ray,2,20260923T202724-batch39,published/failed/solo48/road-sign-4m-high.svg,5,"mic [four-bar]: four-bar and m are 6 apart on centerlines nearest (22, 28)<->(28, 28); (needs 8) | mic [four]: four and up are 4.472 apart on centerlines nearest (18, 14)<->(20, 10); (needs 8) | mic [four]: four and down are 4.472 apart on centerlines nearest (18, 34)<->(20, 38); (needs 8)"
1dfab6f7-a053-5aee-8d2b-b99c63e6f3df,transportation,Four Wheel Drive Indicator,four-wheel-drive,pictographic-primitives/transportation/four wheel drive_1dfab6f7-a053-5aee-8d2b-b99c63e6f3df.svg,pinches,pinches holes,primitive-make-ray,2,20260923T184026-gpt-6,published/failed/solo48/four-wheel-drive.svg,1,holes/pinches: 1 undersized holes; 1 pinches
b90f680f-f022-4110-b907-97ad0bbc7f46,transportation,Kiss and Ride Symbol,kiss-and-ride,pictographic-primitives/transportation/kiss and ride_b90f680f-f022-4110-b907-97ad0bbc7f46.svg,clearance,clearance,primitive-make-ray,2,20260923T191451-batch21-gpt-6,published/failed/solo48/kiss-and-ride.svg,1,internal-spacing [r-stem / r-leg]: r-stem-1 and r-leg have 0.277 units of ink clearance over 8.447 units; requires 4; review required
0e0c3c55-82f6-46b5-83b1-967b4389b677,transportation,Parking Sensor Warning Signal,parkig-aid-system,pictographic-primitives/transportation/parkig aid system_0e0c3c55-82f6-46b5-83b1-967b4389b677.svg,spacing,spacing,primitive-make-ray,3,batch-31-20260923,published/failed/solo48/parkig-aid-system.svg,1,"mic [wave-outer]: wave-outer and obstacle are 2.493 apart on centerlines nearest (31.385, 25.652)<->(33.615, 26.768); (needs 8)"
688256eb-e269-4b62-9dcc-ecccc8d9b352,travel,Transit route bypassing stop,transit-no-entering-stop,pictographic-primitives/travel/transit no entering stop_688256eb-e269-4b62-9dcc-ecccc8d9b352.svg,spacing,spacing,primitive-make-ray,1,20260923-211808-batch51-gpt6,published/failed/solo48/transit-no-entering-stop.svg,5,"mic [start]: start and dash-top are 7 apart on centerlines nearest (14, 10)<->(21, 10); (needs 8) | mic [right-turn]: right-turn and dash-top are 4 apart on centerlines nearest (28, 10)<->(24, 10); (needs 8) | mic [right-turn]: right-turn and stop-1 are 7.071 apart on centerlines nearest (34, 26)<->(27, 27); (needs 8)"
afa0c105-3fb7-4c77-b44d-80888cf292ec,Uncategorized,Adjustable Brightness Light Bulb,adjustable-brightness-light-bulb,pictographic-primitives/_uncategorized_01/adjustable lamp 1_afa0c105-3fb7-4c77-b44d-80888cf292ec.svg,holes,holes,primitive-make-ray,1,20260922T131452Z,published/failed/solo48/adjustable-brightness-light-bulb.svg,1,holes/pinches: 1 undersized holes; 0 pinches
4a1112c6-2f20-434b-b756-511460d08610,Uncategorized,Aerial Yoga Bow Pose,aerial-yoga-bow-pose,pictographic-primitives/_uncategorized_01/aerial yoga bow pose_4a1112c6-2f20-434b-b756-511460d08610.svg,holes,holes,primitive-make-ray,1,20260922T132218Z,published/failed/solo48/aerial-yoga-bow-pose.svg,1,holes/pinches: 1 undersized holes; 0 pinches
14a3a91e-9beb-47ca-9999-bd7a4d5e5429,Uncategorized,Circular Network Hub with Central Square,square-centered-ring-network,pictographic-primitives/_uncategorized_02/amazon mq_14a3a91e-9beb-47ca-9999-bd7a4d5e5429.svg,spacing,spacing,model tree,1,20260924-132520-spacing-repair,published/failed/solo48/square-centered-ring-network.svg,1,"mic [ring-0]: ring-0 and ring-1 are 8 apart on centerlines nearest (40, 20)<->(40, 28); (needs 8)"
e3ffb6e8-3bc2-43d5-82fe-ae251b7b7f41,Uncategorized,Code Version Control and Branching,code-version-control-and-branching,pictographic-primitives/_uncategorized_02/amazon web service code commit_e3ffb6e8-3bc2-43d5-82fe-ae251b7b7f41.svg,holes,holes,primitive-make-ray,1,20260922T135932Z,published/failed/solo48/code-version-control-and-branching.svg,1,holes/pinches: 2 undersized holes; 0 pinches
f542e864-60e7-4015-8097-2c14a14c8f14,Uncategorized,Connected Network Node Cluster,amazon-emr,pictographic-primitives/_uncategorized_02/amazon emr_f542e864-60e7-4015-8097-2c14a14c8f14.svg,spacing,spacing parallel,primitive-make-ray,2,20260923T094213Z-gpt6-d602dc1c,published/failed/solo48/amazon-emr.svg,8,"mic [upper-node]: parallel straight edges upper-node-3 and right-upper-node-1 are 2 apart on centerlines (ink gap -2); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [right-upper-node]: parallel straight edges right-upper-node-3 and right-lower-node-1 are 2 apart on centerlines (ink gap -2); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [hub]: hub and plus-horizontal are 6.999 apart on centerlines nearest (6.001, 23.914)<->(13, 24); (needs 8)"
c4945396-13ec-470f-9338-45638fe16eb2,Uncategorized,Live Media Streaming and Distribution,amazon-elemental-medialive,pictographic-primitives/_uncategorized_02/amazon web service elemental medialive_c4945396-13ec-470f-9338-45638fe16eb2.svg,bounds,bounds spacing parallel,primitive-make-ray,3,20260924T125818-bounds-repair-gpt6,published/failed/solo48/amazon-elemental-medialive.svg,12,"canvas/keyshape bounds: visible ink (4, 3, 44, 46) does not match the SQUARE envelope (4, 4, 44, 44) (deltas [0.0, 1.0, 0.0, 2.0], tolerance 0.0) | mic [top]: parallel straight edges top-6 and top-3 are 7.155 apart on centerlines (ink gap 3.155); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [lower-left]: parallel straight edges lower-left-6 and lower-left-3 are 7.155 apart on centerlines (ink gap 3.155); requires at least 8 centerline / 4 ink (midpoint-normal)"
a9f0b51b-1232-4e6f-922b-648cbe4c0f54,Uncategorized,American Football Ball,diagonal-american-football,pictographic-primitives/_uncategorized_03/american football ball 1_a9f0b51b-1232-4e6f-922b-648cbe4c0f54.svg,clearance,clearance,model tree,0,,published/failed/solo48/diagonal-american-football.svg,2,internal-spacing [outline / end-band-high]: cap-upper and end-band-high have 1.831 units of ink clearance over 10.471 units; requires 4; review required | internal-spacing [outline / end-band-low]: cap-lower and end-band-low have 1.953 units of ink clearance over 10.222 units; requires 4; review required
504a0510-ec03-4633-a8b4-a32a2b49ce54,Uncategorized,Amusement Park Ferris Wheel,spoked-ferris-wheel-with-round-cabins,pictographic-primitives/_uncategorized_03/amusement park ferris wheel 1_504a0510-ec03-4633-a8b4-a32a2b49ce54.svg,pinches,pinches holes,model tree,0,,published/failed/solo48/spoked-ferris-wheel-with-round-cabins.svg,1,holes/pinches: 2 undersized holes; 2 pinches
09ba7447-8f77-4033-ba06-5bf4e4d39449,Uncategorized,Electronic Ankle Tracking Device,electronic-ankle-tracking-device,pictographic-primitives/_uncategorized_03/ankle tracker_09ba7447-8f77-4033-ba06-5bf4e4d39449.svg,clearance,clearance,primitive-make-ray,1,20260922T141055Z,published/failed/solo48/electronic-ankle-tracking-device.svg,2,internal-spacing [foot-outline]: foot-outline-3 and foot-outline-5 have 0.163 units of ink clearance over 3.726 units; requires 4; review required | internal-spacing [foot-outline]: foot-outline-6 and foot-outline-9 have 2.976 units of ink clearance over 2.5 units; requires 4; review required
4fb53005-bb60-46fd-bc0e-7ea549f599e9,Uncategorized,Fish in an Aquarium Tank,fish-in-an-aquarium-tank,pictographic-primitives/_uncategorized_03/aquarium_4fb53005-bb60-46fd-bc0e-7ea549f599e9.svg,pinches,pinches holes,primitive-make-ray,1,20260922T141519Z,published/failed/solo48/fish-in-an-aquarium-tank.svg,1,holes/pinches: 2 undersized holes; 4 pinches
3ccf997d-67a6-4970-9541-a4835906cdba,Uncategorized,Fossilized Bug in Amber,fossilized-bug-in-amber,pictographic-primitives/_uncategorized_03/amber_3ccf997d-67a6-4970-9541-a4835906cdba.svg,pinches,pinches holes,primitive-make-ray,1,20260922T140513Z,published/failed/solo48/fossilized-bug-in-amber.svg,1,holes/pinches: 5 undersized holes; 4 pinches
b274b037-6061-4c72-b6f8-f750487d883c,Uncategorized,Simple Sitting Frog,front-facing-seated-frog,pictographic-primitives/_uncategorized_03/amphibian frog body_b274b037-6061-4c72-b6f8-f750487d883c.svg,clearance,clearance,model tree,0,,published/failed/solo48/front-facing-seated-frog.svg,6,internal-spacing [frog / right-haunch]: frog-4 and right-haunch-0 have -0.889 units of ink clearance over 3.019 units; requires 4; review required | internal-spacing [frog / right-haunch]: frog-5 and right-haunch-0 have 3.434 units of ink clearance over 2.916 units; requires 4; review required | internal-spacing [frog / right-haunch]: frog-5 and right-haunch-1 have -0.011 units of ink clearance over 10.850 units; requires 4; review required
22672d31-d164-4dfa-a6e8-c5a29193cea8,Uncategorized,Slithering Snake,s-curved-snake,pictographic-primitives/_uncategorized_03/anaconda_22672d31-d164-4dfa-a6e8-c5a29193cea8.svg,parallel,parallel holes,model tree,0,,published/failed/solo48/s-curved-snake.svg,2,mic [snake]: parallel straight edges snake-2 and snake-4 are 6.363 apart on centerlines (ink gap 2.363); requires at least 8 centerline / 4 ink (midpoint-normal) | holes/pinches: 1 undersized holes; 0 pinches
7f1ad0e2-4f9e-423b-9473-4df26eae6fed,Uncategorized,Arch Linux Operating System Logo,pointed-arch-linux-emblem,pictographic-primitives/_uncategorized_04/arch linux logo_7f1ad0e2-4f9e-423b-9473-4df26eae6fed.svg,clearance,clearance,model tree,0,,published/failed/solo48/pointed-arch-linux-emblem.svg,2,internal-spacing [left / base]: left-1 and base-1 have 3.116 units of ink clearance over 10.957 units; requires 4; review required | internal-spacing [left / base]: left-2 and base-1 have 3.308 units of ink clearance over 4.236 units; requires 4; review required
434aebe0-5637-41b2-ba5b-e41942db8485,Uncategorized,Archaeologist with Hat and Shovel,archaeologist-beside-a-spade,pictographic-primitives/_uncategorized_04/archaeologist_434aebe0-5637-41b2-ba5b-e41942db8485.svg,clearance,clearance,model tree,0,,published/failed/solo48/archaeologist-beside-a-spade.svg,2,internal-spacing [brim / jaw]: brim and jaw have 3.028 units of ink clearance over 8.211 units; requires 4; review required | internal-spacing [jaw / shoulders]: jaw and shoulders have 0.037 units of ink clearance over 2.646 units; requires 4; review required
ed08c4ae-cd2f-485c-a2ad-1642f69c286c,Uncategorized,Arduino Infinity Symbol,infinity-loop-with-plus-and-minus,pictographic-primitives/_uncategorized_04/arduino plus minus_ed08c4ae-cd2f-485c-a2ad-1642f69c286c.svg,bounds,bounds spacing,model tree,1,20260924T125818-bounds-repair-gpt6,published/failed/solo48/infinity-loop-with-plus-and-minus.svg,3,"canvas/keyshape bounds: visible ink (2.25, 8, 45.75, 40) does not match the HRECT_M envelope (2, 8, 46, 40) (deltas [0.25, 0.0, 0.25, 0.0], tolerance 0.0) | mic [infinity]: infinity and minus are 5.749 apart on centerlines nearest (4.250, 23.971)<->(10, 24); (needs 8) | mic [infinity]: infinity and plus-h are 5.749 apart on centerlines nearest (43.749, 23.971)<->(38, 24); (needs 8)"
b0fa3cc1-6e0c-4af2-b4ad-57175c266a2a,Uncategorized,Audiobook with Headphones,audiobook-with-headphones,pictographic-primitives/_uncategorized_04/audio book headphones_b0fa3cc1-6e0c-4af2-b4ad-57175c266a2a.svg,spacing,spacing parallel,primitive-make-ray,1,20260922-gpt6-6b3e78cc56,published/failed/solo48/audiobook-with-headphones.svg,3,"mic [right-ear]: parallel straight edges right-inner and book-3 are 5 apart on centerlines (ink gap 1); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [book]: parallel straight edges book-6 and left-inner are 5 apart on centerlines (ink gap 1); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [left-ear]: left-ear and book are 5 apart on centerlines nearest (10, 23)<->(15, 23); (needs 8)"
148a6d3d-6e93-44b0-ad9c-3c3c30856f29,Uncategorized,Autonomous Vehicle with Signal,autonomous-domed-car-with-signal,pictographic-primitives/_uncategorized_04/auto pilot car signal 1_148a6d3d-6e93-44b0-ad9c-3c3c30856f29.svg,spacing,spacing parallel holes,primitive-make-ray,1,20260922-gpt6-64be992727,published/failed/solo48/autonomous-domed-car-with-signal.svg,24,"mic [beacon-right]: parallel straight edges beacon-right and beacon-stem-1 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [window-divider]: parallel straight edges window-divider and center-base are 7 apart on centerlines (ink gap 3); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [left-base]: left-base and center-base are 6 apart on centerlines nearest (9, 38)<->(15, 38); (needs 8)"
6d179933-acab-43ec-bf9b-e0d73eebedfc,Uncategorized,Solar Eclipse Astronomy Icon,overlapping-eclipse-disks,pictographic-primitives/_uncategorized_04/astronomy eclipse_6d179933-acab-43ec-bf9b-e0d73eebedfc.svg,spacing,spacing,model tree,1,20260924-132520-spacing-repair,published/failed/solo48/overlapping-eclipse-disks.svg,1,"mic [front]: front and rear are 1.888 apart on centerlines nearest (27.161, 38.307)<->(28, 40); (needs 8)"
42cdb953-b64a-446a-9e2f-0a5e1116e601,Uncategorized,Three Office Ring Binders,archive-books,pictographic-primitives/_uncategorized_04/archive books_42cdb953-b64a-446a-9e2f-0a5e1116e601.svg,spacing,spacing parallel pinches holes,primitive-make-ray,1,20260923T095850Z,published/failed/solo48/archive-books.svg,32,mic [binder-2]: parallel straight edges binder-2-2 and label-2-2 are 3 apart on centerlines (ink gap -1); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [binder-2]: parallel straight edges binder-2-2 and label-2-4 are 7 apart on centerlines (ink gap 3); requires at least 8 centerline / 4 ink (overlap-fallback) | mic [label-2]: parallel straight edges label-2-2 and label-2-4 are 4 apart on centerlines (ink gap 0); requires at least 8 centerline / 4 ink (midpoint-normal)
0a473297-da88-4e1f-8691-703bcbdef5cb,Uncategorized,Carpenter Avatar with Hand Saw,capped-carpenter-beside-a-hand-saw,pictographic-primitives/_uncategorized_05/avatar carpenter_0a473297-da88-4e1f-8691-703bcbdef5cb.svg,clearance,clearance,model tree,0,,published/failed/solo48/capped-carpenter-beside-a-hand-saw.svg,4,internal-spacing [saw]: saw-1 and saw-3 have 0.277 units of ink clearance over 7.950 units; requires 4; review required | internal-spacing [saw]: saw-1 and saw-4 have 0.277 units of ink clearance over 7.950 units; requires 4; review required | internal-spacing [saw]: saw-1 and saw-5 have 0.277 units of ink clearance over 7.950 units; requires 4; review required
fcf2e80c-06a5-42d9-a45c-b4984bad2541,Uncategorized,Classic Baby Pacifier,diagonal-pacifier-with-a-round-handle,pictographic-primitives/_uncategorized_05/baby care pacifier_fcf2e80c-06a5-42d9-a45c-b4984bad2541.svg,holes,holes,model tree,0,,published/failed/solo48/diagonal-pacifier-with-a-round-handle.svg,1,holes/pinches: 1 undersized holes; 0 pinches
f8387852-af8b-4221-a8f7-998fc1b24294,Uncategorized,Industrial Vertical Band Saw,band-saw,pictographic-primitives/_uncategorized_05/band saw_f8387852-af8b-4221-a8f7-998fc1b24294.svg,spacing,spacing parallel pinches holes,primitive-make-ray,2,20260923T160313Z-round2-batch2,published/failed/solo48/band-saw.svg,4,"mic [inner]: parallel straight edges inner-1 and frame-left-1 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [inner]: parallel straight edges inner-2 and wheel-1 are 4 apart on centerlines (ink gap 0); requires at least 8 centerline / 4 ink (midpoint-normal) | mic [base]: base and hub are 2 apart on centerlines nearest (31, 34)<->(31, 32); (needs 8)"
4601d69f-9445-41fa-8190-2bd52b395af7,Uncategorized,Smiling Woman Avatar,smiling-woman-with-shoulder-length-hair,pictographic-primitives/_uncategorized_05/babe_4601d69f-9445-41fa-8190-2bd52b395af7.svg,spacing,spacing,model tree,1,20260924-132520-spacing-repair,published/failed/solo48/smiling-woman-with-shoulder-length-hair.svg,1,"mic [face]: face and smile are 6.156 apart on centerlines nearest (20.320, 16.076)<->(22, 22); (needs 8)"
aa4f64c4-a374-44b3-9890-7cd9bfe00eab,Uncategorized,Software Pirate with Laptop,bearded-pirate-behind-a-laptop,pictographic-primitives/_uncategorized_05/avatar piracy laptop_aa4f64c4-a374-44b3-9890-7cd9bfe00eab.svg,spacing,spacing holes,model tree,1,20260924-132520-spacing-repair,published/failed/solo48/bearded-pirate-behind-a-laptop.svg,2,"mic [hat]: hat and beard are 7.588 apart on centerlines nearest (30.722, 20)<->(30.722, 27.588); (needs 8) | holes/pinches: 2 undersized holes; 0 pinches"
76411d38-aca5-4268-9511-bc3205689722,Uncategorized,Buddha Hand Mudra Gesture,upright-hand-with-curled-fingers,pictographic-primitives/_uncategorized_06/bhudda hand finger citron 1_76411d38-aca5-4268-9511-bc3205689722.svg,clearance,clearance,model tree,0,,published/failed/solo48/upright-hand-with-curled-fingers.svg,1,internal-spacing [hand]: thumb and thumb have 1.904 units of ink clearance over 4.334 units; requires 4; review required
816c0a6d-a6b1-4041-9b3e-aa2bb963535f,Uncategorized,Person Riding A Bicycle,cyclist-on-a-fully-framed-bicycle,pictographic-primitives/_uncategorized_06/bicycle person_816c0a6d-a6b1-4041-9b3e-aa2bb963535f.svg,pinches,pinches holes,model tree,0,,published/failed/solo48/cyclist-on-a-fully-framed-bicycle.svg,1,holes/pinches: 1 undersized holes; 1 pinches
7eea5c25-9b41-4dec-ba5e-91b557120a37,Uncategorized,Simple Road Bicycle,angled-handlebar-road-bicycle,pictographic-primitives/_uncategorized_06/bike parking 2_7eea5c25-9b41-4dec-ba5e-91b557120a37.svg,spacing,spacing pinches holes,model tree,1,20260924-132520-spacing-repair,published/failed/solo48/angled-handlebar-road-bicycle.svg,2,"mic [wheel-36]: wheel-36 and frame are 3.803 apart on centerlines nearest (28.768, 28.579)<->(25.314, 26.985); (needs 8) | holes/pinches: 3 undersized holes; 1 pinches"
967f7cba-3409-4e70-8a1c-ac8501b16e27,Uncategorized,Smiling television mascot,smiling-television-mascot,pictographic-primitives/_uncategorized_06/bilibili logo_967f7cba-3409-4e70-8a1c-ac8501b16e27.svg,clearance,clearance,model tree,0,,published/failed/solo48/smiling-television-mascot.svg,2,internal-spacing [tv / aerial]: tv-0 and aerial-1 have -3.746 units of ink clearance over 9.75 units; requires 4; review required | internal-spacing [tv / aerial]: tv-0 and aerial-2 have -3.746 units of ink clearance over 9.75 units; requires 4; review required
ff183e37-2bed-4312-ad52-11655fc8a512,Uncategorized,Stylized Bird Profile with Leaf,bower-logo,pictographic-primitives/_uncategorized_07/bower logo_ff183e37-2bed-4312-ad52-11655fc8a512.svg,holes,holes,primitive-make-ray,2,20260923T160313Z-round2-batch2,published/failed/solo48/bower-logo.svg,1,holes/pinches: 1 undersized holes; 0 pinches
d98a91a3-2cf0-4bb4-a37a-26d5ea8781e0,Uncategorized,Breeding and reproduction symbols,breeding-gender-symbols,pictographic-primitives/_uncategorized_08/breeding gender symbols_d98a91a3-2cf0-4bb4-a37a-26d5ea8781e0.svg,holes,holes,primitive-make-ray,2,20260923T160313Z-round2-batch2,published/failed/solo48/breeding-gender-symbols.svg,1,holes/pinches: 1 undersized holes; 0 pinches
f32dfbb3-c9cb-4afa-ab8c-f60fb98b6072,Uncategorized,Simple Passenger Car,rounded-passenger-car-profile,pictographic-primitives/_uncategorized_08/buggy_f32dfbb3-c9cb-4afa-ab8c-f60fb98b6072.svg,clearance,clearance,model tree,0,,published/failed/solo48/rounded-passenger-car-profile.svg,4,internal-spacing [roof / body]: roof-1 and body-3 have 3.617 units of ink clearance over 2.235 units; requires 4; review required | internal-spacing [roof / body]: roof-3 and body-3 have 3.617 units of ink clearance over 2.235 units; requires 4; review required | internal-spacing [body / wheel-14]: body-1 and wheel-14-0 have 0.064 units of ink clearance over 4.75 units; requires 4; review required
e625a592-a7be-4a88-9cc8-1a1640f52612,Uncategorized,Stacked Caviar Eggs,pyramid-of-round-caviar-eggs,pictographic-primitives/_uncategorized_10/caviar_e625a592-a7be-4a88-9cc8-1a1640f52612.svg,spacing,spacing holes,model tree,1,20260924-132520-spacing-repair,published/failed/solo48/pyramid-of-round-caviar-eggs.svg,6,"mic [egg-0]: egg-0 and egg-1 are 2.422 apart on centerlines nearest (20.666, 16.988)<->(19.333, 19.011); (needs 8) | mic [egg-0]: egg-0 and egg-2 are 2.422 apart on centerlines nearest (27.333, 16.988)<->(28.666, 19.011); (needs 8) | mic [egg-1]: egg-1 and egg-2 are 4 apart on centerlines nearest (22, 24)<->(26, 24); (needs 8)"
